"Family","Requirement_ID","Final_Disposition","Validation_Status","Surface","Runtime","Trigger","Evidence"
"Matrix","AL-001","validated","validated","Landing / legacy Access","Lottie","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AL-002","validated","validated","Landing / legacy Access / Quartermaster / Chart / Finale","Lottie","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AL-003","validated","validated","Journal ceremony / showcase","GSAP semantic label controlling Lottie segment","Component mount","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-001","validated","passed","Player journal opening","CSS materials + director/state-machine narrative order","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AC-002","validated","validated","Platform / Studio / Tall Tale runtime","CSS material/ambient or Motion for UI presence","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-003","validated","validated","Platform / Studio / Tall Tale runtime","CSS material/ambient or Motion for UI presence","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-004","validated","validated","Platform / Studio / Tall Tale runtime","CSS material/ambient or Motion for UI presence","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-005","validated","validated","Platform / Studio / Tall Tale runtime","CSS material/ambient or Motion for UI presence","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-006","validated","validated","Platform / Studio / Tall Tale runtime","CSS material/ambient or Motion for UI presence","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-007","validated","validated","Platform / Studio / Tall Tale runtime","CSS material/ambient or Motion for UI presence","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-008","validated","validated","Platform / Studio / Tall Tale runtime","CSS material/ambient or Motion for UI presence","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-009","validated","validated","Player introduction","Motion/GSAP for narrative presence; CSS for material","Introduction state/class change","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-010","validated","validated","Player journal chrome","CSS material states observed by a bounded phase controller","data-journal-phase becomes BOOK_SETTLING or JOURNAL_READY","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-011","validated","validated","Player physical journal","CSS material rendering under journal phase controller","Journal phase data attributes","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-012","validated","validated","Player journal seal","CSS material deformation driven by semantic phase labels","LATCH_RELEASING through SEAL_BREAKING data-journal-phase","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-013","validated","passed","Player journal policy","One provider-owned motion policy translated to CSS root attributes","Mode/speed attribute or media query change","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AC-014","validated","validated","Player PageFlip materials","StPageFlip curl with CSS-only page material child","StPageFlip state/class changes","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-015","validated","validated","Studio authoring","dnd-kit for drag; Motion for drawer/presence; CSS for material","Drag/drop, drawer and preview state","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-016","validated","validated","Tall Tale runtime","Motion for UI presence; CSS for authored material; bounded GSAP only for narrative sequences","Drawer/runtime block/replay state classes","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AC-017","validated","validated","Global controls","CSS","Button hover or another state that changes a listed color property","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AM-001","validated","passed","Global application","One product policy feeding every runtime","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AM-002","validated","passed","Player section navigation","Motion","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AM-003","validated","passed","Voyage Chart","Motion wrapper around GSAP-owned visual child","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AM-004","validated","passed","Ship's Log","Motion layout wrapper + GSAP ink child","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AM-005","validated","passed","Artifact inspection","Motion layout wrapper + GSAP engraving child","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AM-006","validated","passed","Companion navigation","Motion inner indicators; GSAP outer cinematic wrapper","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AM-007","validated","passed","Quartermaster","Motion UI wrappers + dedicated GSAP overlay host","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AM-008","validated","passed","Landing and role selection","Motion","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AM-009","validated","passed","Legacy Player access","Motion","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AM-010","validated","validated","Player objective","Motion","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AM-011","validated","passed","Player header","Motion","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AM-012","validated","validated","Finale Chamber","Motion","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AM-013","validated","passed","Treasure Altar","Motion outer/shared element + GSAP inner reveal child","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. Focused component suites passed: Player 13, Journal 16, Harbor 4, Showcase 9, Chart plus Log 8, Artifact plus Altar 14, Companion 8, and Access plus Quartermaster 43."
"Matrix","AM-014","validated","validated","Side-Quest Ledger","Motion wrapper + StPageFlip host","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","AK-001","validated","passed","Studio authoring","dnd-kit","Component mount or user interaction","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","AP-001","validated","passed","Player journal","StPageFlip","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. PageFlipBook plus boundary focused suite passed 34 tests; live full/tombstone PageFlip cases passed Chromium 2/2 and WebKit 2/2."
"Matrix","AP-002","validated","passed","Player journal","StPageFlip recreation or supported settings update","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. PageFlipBook plus boundary focused suite passed 34 tests; live full/tombstone PageFlip cases passed Chromium 2/2 and WebKit 2/2."
"Matrix","AP-003","validated","passed","Player journal","StPageFlip with sanitized clone contract","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. PageFlipBook plus boundary focused suite passed 34 tests; live full/tombstone PageFlip cases passed Chromium 2/2 and WebKit 2/2."
"Matrix","AP-004","validated","passed","Player journal","StPageFlip","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. PageFlipBook plus boundary focused suite passed 34 tests; live full/tombstone PageFlip cases passed Chromium 2/2 and WebKit 2/2."
"Matrix","AP-005","validated","passed","Player journal","React/CSS","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. PageFlipBook plus boundary focused suite passed 34 tests; live full/tombstone PageFlip cases passed Chromium 2/2 and WebKit 2/2."
"Matrix","AP-006","validated","passed","Player journal","StPageFlip","Component mount or user interaction","Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404. PageFlipBook plus boundary focused suite passed 34 tests; live full/tombstone PageFlip cases passed Chromium 2/2 and WebKit 2/2."
"Matrix","AD-001","validated","passed","All cinematic scenes","AnimationDirector runtime assertion layer","Component mount or user interaction","Phase 2 Claim the Deck architecture at d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: provider-scoped SceneHost and immutable invocation identity; host-local registered targets and external handles; atomic ownership/write permits; final-state handoff; PageFlip source/clone lifecycle. Integrated npm test passed 59 files / 452 tests; focused core host/runtime/ownership suite passed 69 tests; reconciliation accepted 458 obligations with accepted_unmapped=0 and all_source_unresolved=0. Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404."
"Matrix","AD-002","validated","passed","Player progression","GSAP with presentation policy and reconciliation state","Component mount or user interaction","Phase 2 Claim the Deck architecture at d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: provider-scoped SceneHost and immutable invocation identity; host-local registered targets and external handles; atomic ownership/write permits; final-state handoff; PageFlip source/clone lifecycle. Integrated npm test passed 59 files / 452 tests; focused core host/runtime/ownership suite passed 69 tests; reconciliation accepted 458 obligations with accepted_unmapped=0 and all_source_unresolved=0. Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404."
"Matrix","AD-003","validated","passed","All cinematic scenes","Enforced wrapper-level ownership","Component mount or user interaction","Phase 2 Claim the Deck architecture at d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: provider-scoped SceneHost and immutable invocation identity; host-local registered targets and external handles; atomic ownership/write permits; final-state handoff; PageFlip source/clone lifecycle. Integrated npm test passed 59 files / 452 tests; focused core host/runtime/ownership suite passed 69 tests; reconciliation accepted 458 obligations with accepted_unmapped=0 and all_source_unresolved=0. Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404."
"Matrix","AD-004","validated","passed","Route-changing login/access","Explicit commit/revert final-state policy","Component mount or user interaction","Phase 2 Claim the Deck architecture at d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: provider-scoped SceneHost and immutable invocation identity; host-local registered targets and external handles; atomic ownership/write permits; final-state handoff; PageFlip source/clone lifecycle. Integrated npm test passed 59 files / 452 tests; focused core host/runtime/ownership suite passed 69 tests; reconciliation accepted 458 obligations with accepted_unmapped=0 and all_source_unresolved=0. Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404."
"Matrix","AD-005","validated","passed","Development showcase","Same harness plus target-integrity telemetry","Component mount or user interaction","Phase 2 Claim the Deck architecture at d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: provider-scoped SceneHost and immutable invocation identity; host-local registered targets and external handles; atomic ownership/write permits; final-state handoff; PageFlip source/clone lifecycle. Integrated npm test passed 59 files / 452 tests; focused core host/runtime/ownership suite passed 69 tests; reconciliation accepted 458 obligations with accepted_unmapped=0 and all_source_unresolved=0. Phase 2 integrated evidence for d529b59e06ad1f2d736f6e1b888ebb78f169dcc0: npm test exit 0 (59 files / 452 tests); typecheck, lint, format check, and git diff check exit 0; Playwright 48 passed / 30 intentional skips / 0 failed across 78 cases; six required viewports passed in both browser projects; isolated database and database-family hashes remained unchanged; canonical production build passed and restarted twice with root 200 and /dev/animations 404."
"Matrix","AA-001","validated","validated","Player opening and progression","Web Audio triggered by director labels","Component mount or user interaction","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-010","validated","passed","Captain sign-in","Motion with CSS","Route mount","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-011","validated","passed","Captain sign-in","Motion with Rive","Pending Captain authentication","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-012","validated","passed","Captain sign-in","Motion","Authenticated account lacks Captain role","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-013","validated","passed","Captain sign-in","Motion","Successful Captain sign-in","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-018","validated","passed","Invitation ceremony","Motion with Rive","Invitation route mount while lookup is pending","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-019","validated","passed","Invitation ceremony","GSAP with Rive","Valid invitation payload received","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-020","validated","passed","Invitation ceremony","Motion with Rive","Invalid code response","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-021","validated","passed","Invitation ceremony","Motion with Rive","Expired or revoked status","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-022","validated","passed","Invitation ceremony","Motion with Rive","PIN input and response","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-023","validated","passed","Invitation ceremony","GSAP with Rive","Successful accept operation","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-024","validated","passed","Invitation ceremony","Motion","Successful decline or replacement response","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-025","validated","passed","Player Library","Motion","Resolved library payload","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-026","validated","passed","Player Library","Motion","View-mode control","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-027","validated","passed","Player Library","Motion","Search/sort criteria changes","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-028","validated","passed","Player Library","Motion","Successful pin mutation","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-029","validated","passed","Player Library","Motion","Successful hide mutation","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-030","validated","passed","Player Library","Motion","Polling or user action changes voyage state","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-031","validated","passed","Player Library","Motion","Voyage card activation","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-032","validated","passed","Captain Library","Motion","Resolved Captain library payload","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-033","validated","passed","Captain Library","Motion","Tab activation","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-034","validated","passed","Captain Library","Motion with CSS","Polling/state response changes readiness","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-035","validated","passed","Captain Library","Motion","Successful invitation creation","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-036","validated","passed","Captain Library","Motion","Successful invitation mutation","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-037","validated","passed","Captain Library","Motion","Polling payload differs from current render","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
