"control_id","label","screen","route","role_or_capability","visibility_condition","enabled_condition","action_type","authoritative_endpoint_or_server_action","pending_feedback","success_feedback","failure_feedback","navigation_result","focus_result","keyboard_operation","mobile_operation","current_status","reproduction_steps","evidence_id","target_phase","phase6_status","phase7_correction_round1_status","phase7_correction_round1_evidence","phase7_owner_correction_round2_status","phase7_owner_correction_round2_evidence"
"HP-CTL-053","Personal Information","screen-page-account-personal-information","/account/personal-information","AUTHENTICATED","canonical account session and section policy","enabled when rendered","NAVIGATION","/account/personal-information","not applicable","destination heading and current section state","explicit unavailable or authentication state","/account/personal-information","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-F-personal-information","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-H-VERIFIED-EMAIL","NOT_APPLICABLE",""
"HP-CTL-054","Preferences","screen-page-account-preferences","/account/preferences","AUTHENTICATED","canonical account session and section policy","enabled when rendered","NAVIGATION","/account/preferences","not applicable","destination heading and current section state","explicit unavailable or authentication state","/account/preferences","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-G-preferences","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-055","Accessibility","screen-page-account-accessibility","/account/accessibility","AUTHENTICATED","canonical account session and section policy","enabled when rendered","NAVIGATION","/account/accessibility","not applicable","destination heading and current section state","explicit unavailable or authentication state","/account/accessibility","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-H-accessibility","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-056","Notifications","screen-page-account-notifications","/account/notifications","AUTHENTICATED","canonical account session and section policy","enabled when rendered","NAVIGATION","/account/notifications","not applicable","destination heading and current section state","explicit unavailable or authentication state","/account/notifications","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-I-notifications","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-057","Privacy & Safety","screen-page-account-privacy","/account/privacy","AUTHENTICATED","canonical account session and section policy","enabled when rendered","NAVIGATION","/account/privacy","not applicable","destination heading and current section state","explicit unavailable or authentication state","/account/privacy","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-J-privacy","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-058","Linked Identities","screen-page-account-linked-identities","/account/linked-identities","AUTHENTICATED","canonical account session and section policy","enabled when rendered","NAVIGATION","/account/linked-identities","not applicable","destination heading and current section state","explicit unavailable or authentication state","/account/linked-identities","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-K-linked-identities","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-J-LINKED-IDENTITIES","NOT_APPLICABLE",""
"HP-CTL-059","Passport Home","screen-page-passport","/passport","PLAYER","canonical account session and section policy","enabled when rendered","NAVIGATION","/passport","not applicable","destination heading and current section state","explicit unavailable or authentication state","/passport","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-L-passport-populated","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-060","History & Memories","screen-page-passport-history","/passport/history","PLAYER","canonical account session and section policy","enabled when rendered","NAVIGATION","/passport/history","not applicable","destination heading and current section state","explicit unavailable or authentication state","/passport/history","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-N-history-list","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-W-PASSPORT-REVIEW-ENTRY"
"HP-CTL-061","Voyage Record","screen-page-passport-history-recordId","/passport/history/[recordId]","PLAYER","canonical account session and section policy","enabled when rendered","NAVIGATION","/passport/history/[recordId]","not applicable","destination heading and current section state","explicit unavailable or authentication state","/passport/history/[recordId]","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-O-history-detail","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-062","Memories","screen-page-passport-memories","/passport/memories","PLAYER","canonical account session and section policy","enabled when rendered","NAVIGATION","/passport/memories","not applicable","destination heading and current section state","explicit unavailable or authentication state","/passport/memories","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-P-memory-keepsake","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-063","Artifact Cabinet","screen-page-passport-artifacts","/passport/artifacts","PLAYER","canonical account session and section policy","enabled when rendered","NAVIGATION","/passport/artifacts","not applicable","destination heading and current section state","explicit unavailable or authentication state","/passport/artifacts","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-Q-artifact-cabinet","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-064","Artifact Detail","screen-page-passport-artifacts-artifactId","/passport/artifacts/[artifactId]","PLAYER","canonical account session and section policy","enabled when rendered","NAVIGATION","/passport/artifacts/[artifactId]","not applicable","destination heading and current section state","explicit unavailable or authentication state","/passport/artifacts/[artifactId]","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-Q-artifact-cabinet","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-065","Saved Content","screen-page-passport-saved","/passport/saved","PLAYER","canonical account session and section policy","enabled when rendered","NAVIGATION","/passport/saved","not applicable","destination heading and current section state","explicit unavailable or authentication state","/passport/saved","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-S-saved-content","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-066","Security","screen-page-account-security","/account/security","AUTHENTICATED","canonical account session and section policy","enabled when rendered","NAVIGATION","/account/security","not applicable","destination heading and current section state","explicit unavailable or authentication state","/account/security","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-T-security","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-067","Sessions & Devices","screen-page-account-sessions","/account/sessions","AUTHENTICATED","canonical account session and section policy","enabled when rendered","NAVIGATION","/account/sessions","not applicable","destination heading and current section state","explicit unavailable or authentication state","/account/sessions","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-U-sessions","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-068","Data & Account","screen-page-account-data","/account/data","AUTHENTICATED","canonical account session and section policy","enabled when rendered","NAVIGATION","/account/data","not applicable","destination heading and current section state","explicit unavailable or authentication state","/account/data","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-V-data-account","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-K-DATA-EXPORT;HP-OWCR1-EV-L-DEACTIVATION-WARNING;HP-OWCR1-EV-M-DELETION-DANGER","NOT_APPLICABLE",""
"HP-CTL-069","View Public Profile","screen-page-account-profile","/account/profile","PUBLIC_HANDLE","owner Profile has a public handle","public projection available","NAVIGATION","/profile/:handle","bounded projection loading","allowlisted public Profile","private, unavailable, or no-handle state","/profile/:handle","public Profile heading","Tab and Enter","equivalent public route","VALIDATED","Run governed HP-P3-JRN-C and HP-P3-JRN-J.","HP-P3-EV-D-public-profile-preview","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-P-PUBLIC-PROFILE-EDITOR","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-AA-MOBILE-PROFILE-SETUP"
"HP-P4-CTL-001","Community Harbor","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","active ordinary district registry entry","always when rendered","NAVIGATION","/community","link focus","destination heading and active district state","safe unavailable state","/community","destination content context","Tab and Enter","same destination through responsive district navigator","VALIDATED","Begin at / and enter Community Harbor, then use the visible district navigator.","HP-P4-EV-A-harbor-home-desktop","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-002","Featured","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","active ordinary district registry entry","always when rendered","NAVIGATION","/community/featured","link focus","destination heading and active district state","safe unavailable state","/community/featured","destination content context","Tab and Enter","same destination through responsive district navigator","VALIDATED","Begin at / and enter Community Harbor, then use the visible district navigator.","","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-003","Chronicles","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","active ordinary district registry entry","always when rendered","NAVIGATION","/community/chronicles","link focus","destination heading and active district state","safe unavailable state","/community/chronicles","destination content context","Tab and Enter","same destination through responsive district navigator","VALIDATED","Begin at / and enter Community Harbor, then use the visible district navigator.","HP-P4-EV-G-chronicles-district","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-004","Artifacts","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","active ordinary district registry entry","always when rendered","NAVIGATION","/community/artifacts","link focus","destination heading and active district state","safe unavailable state","/community/artifacts","destination content context","Tab and Enter","same destination through responsive district navigator","VALIDATED","Begin at / and enter Community Harbor, then use the visible district navigator.","HP-P4-EV-H-artifacts-district","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-005","Templates","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","active ordinary district registry entry","always when rendered","NAVIGATION","/community/templates","link focus","destination heading and active district state","safe unavailable state","/community/templates","destination content context","Tab and Enter","same destination through responsive district navigator","VALIDATED","Begin at / and enter Community Harbor, then use the visible district navigator.","HP-P4-EV-I-templates-district","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-006","Maps","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","active ordinary district registry entry","always when rendered","NAVIGATION","/community/maps","link focus","destination heading and active district state","safe unavailable state","/community/maps","destination content context","Tab and Enter","same destination through responsive district navigator","VALIDATED","Begin at / and enter Community Harbor, then use the visible district navigator.","HP-P4-EV-J-maps-district","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-007","Audio and reveals","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","active ordinary district registry entry","always when rendered","NAVIGATION","/community/audio","link focus","destination heading and active district state","safe unavailable state","/community/audio","destination content context","Tab and Enter","same destination through responsive district navigator","VALIDATED","Begin at / and enter Community Harbor, then use the visible district navigator.","HP-P4-EV-K-audio-district","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-008","Creators","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","active ordinary district registry entry","always when rendered","NAVIGATION","/community/creators","link focus","destination heading and active district state","safe unavailable state","/community/creators","destination content context","Tab and Enter","same destination through responsive district navigator","VALIDATED","Begin at / and enter Community Harbor, then use the visible district navigator.","HP-P4-EV-L-creators-district","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-009","Collections","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","active ordinary district registry entry","always when rendered","NAVIGATION","/community/collections","link focus","destination heading and active district state","safe unavailable state","/community/collections","destination content context","Tab and Enter","same destination through responsive district navigator","VALIDATED","Begin at / and enter Community Harbor, then use the visible district navigator.","HP-P4-EV-O-collections-district","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-010","Guides","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","active ordinary district registry entry","always when rendered","NAVIGATION","/community/guides","link focus","destination heading and active district state","safe unavailable state","/community/guides","destination content context","Tab and Enter","same destination through responsive district navigator","VALIDATED","Begin at / and enter Community Harbor, then use the visible district navigator.","HP-P4-EV-Q-guides-district","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-011","Voyage Logs","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","active ordinary district registry entry","always when rendered","NAVIGATION","/community/voyage-logs","link focus","destination heading and active district state","safe unavailable state","/community/voyage-logs","destination content context","Tab and Enter","same destination through responsive district navigator","VALIDATED","Begin at / and enter Community Harbor, then use the visible district navigator.","HP-P4-EV-S-voyage-logs","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-012","Search public Community Harbor","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","governed Community state","enabled except while pending or explicitly restricted","SEARCH","/api/community/discover","visible pending or focus state","announced accepted state","recoverable error with authoritative state retained","current Community route retained","logical initiating or destination context","Tab and Enter or Space where native","same operation and state on 390x844","VALIDATED","Run the registered Phase 4 Community browser journey.","HP-P4-EV-V-search-results","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-013","Advanced filters","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","governed Community state","enabled except while pending or explicitly restricted","DISCLOSURE_AND_QUERY_STATE","/api/community/discover","visible pending or focus state","announced accepted state","recoverable error with authoritative state retained","current Community route retained","logical initiating or destination context","Tab and Enter or Space where native","same operation and state on 390x844","VALIDATED","Run the registered Phase 4 Community browser journey.","HP-P4-EV-X-advanced-filters","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-014","Sort","screen-page-community","/community","ANONYMOUS_OR_AUTHENTICATED","governed Community state","enabled except while pending or explicitly restricted","QUERY_STATE","/api/community/discover","visible pending or focus state","announced accepted state","recoverable error with authoritative state retained","current Community route retained","logical initiating or destination context","Tab and Enter or Space where native","same operation and state on 390x844","VALIDATED","Run the registered Phase 4 Community browser journey.","HP-P4-EV-Y-active-filters","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-015","Save","screen-page-community","/community","CANONICAL_ACCOUNT_WHEN_AUTHENTICATED","governed Community state","enabled except while pending or explicitly restricted","MUTATION","/api/community/social/save","visible pending or focus state","announced accepted state","recoverable error with authoritative state retained","current Community route retained","logical initiating or destination context","Tab and Enter or Space where native","same operation and state on 390x844","VALIDATED","Run the registered Phase 4 Community browser journey.","HP-P4-EV-Z-saved-state","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
"HP-P4-CTL-016","Follow Creator","screen-page-community","/community","CANONICAL_ACCOUNT_WHEN_AUTHENTICATED","governed Community state","enabled except while pending or explicitly restricted","MUTATION","/api/community/social/follow","visible pending or focus state","announced accepted state","recoverable error with authoritative state retained","current Community route retained","logical initiating or destination context","Tab and Enter or Space where native","same operation and state on 390x844","VALIDATED","Run the registered Phase 4 Community browser journey.","HP-P4-EV-M-creator-profile","PHASE_4","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH;HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH;HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-K-LIGHT-COMMUNITY;HP-OWCR2-EV-N-COMMUNITY-FAST-READY;HP-OWCR2-EV-S-SAVE-COUNT;HP-OWCR2-EV-Y-COMMUNITY-CONTRAST;HP-OWCR2-EV-Z-MOBILE-COMMUNITY"
