Requirement ID,Source,Surface,Animation name,User moment,Authoritative trigger,Current implementation,Correct runtime,Supporting runtime,SceneHost or local host,Required targets,Optional targets,Full behavior,Gentle behavior,Reduced behavior,Replay policy,One-shot key,Failure fallback,Focus behavior,Live-region behavior,Sound label,Duration budget,Performance budget,Implementation status,Source files,Test IDs,Visual checkpoints,Implemented commit,Validation status
MX-265,MX,Captain Library,Review page assembly.,"Dedicated MX-265 preserves review-section identity, staged assembly limits, source-data truth, and focus semantics.",Wizard enters Review after all prerequisite steps validate.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,motion,Not implemented,yes,Typed targets specified by OA-202,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,"Render the complete review immediately, focus its heading, and expose all editable sections without stagger.",Every valid entry to Review; Back and return may replay presentation but must reuse current validated data.,authoritative card or created-result version; mutations are never replayed,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css,Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-266,MX,Captain Library,Copy confirmation.,Dedicated MX-266 preserves bounded copied-state feedback without recording or exposing the copied credential.,Approved Copy action succeeds for the current invitation result.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,css,Not implemented,yes,Typed targets specified by OA-204,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Update the button label and live-region confirmation immediately with no animated flourish.,Every successful copy; repeated copy restarts only the local confirmation timer; failure never shows copied success.,authoritative card or created-result version; mutations are never replayed,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css,Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-267,MX,Captain Library,Schedule-state transition.,"Dedicated MX-267 preserves authoritative schedule identity, status transitions, time semantics, and unchanged-item isolation.",Authoritative scheduling operation or polling payload changes a voyage schedule state.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,motion,Not implemented,yes,Typed targets specified by OA-205,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,"Update status, localized time, and available actions immediately.",Once per changed schedule version; unchanged polling does not replay; reconstruct current schedule after refresh.,authoritative card or created-result version; mutations are never replayed,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css,Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-268,MX,Quartermaster live control,Command-specific preflight state.,"Dedicated MX-268 preserves typed per-action target, cardinality, visibility, host, and ownership preflight.",After confirmation and before mutation or cinematic start.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,gsap;motion,Not implemented,yes,Typed targets specified by OA-208,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Readable action-specific unavailable or pending result.,Evaluate every attempt; preflight itself has no presentation replay.,invocation-local command identity and authoritative receipt; commands are never replayed,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/gm/Quartermaster.tsx; src/styles/gm.css; src/server/admin-command.ts,Development_Docs/Animation_System_Test_Plan.md; src/components/gm/Quartermaster.test.tsx; src/server/admin-command.test.ts,confirmation; preflight; pending; failure reversal; success receipt; dashboard reconciliation; undo preview; conflict,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-269,MX,Quartermaster live control,Real server-wait idle per action.,Dedicated MX-269 preserves the operation-lifecycle requirement separately from decorative loading motion.,When an authoritative command request starts and remains unresolved.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,gsap;motion,Not implemented,yes,Typed targets specified by OA-209,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Immediate action label and pending text; decorative idle motion is optional.,"Run for every attempt; terminate on success, failure, abort, replacement, or unmount.",invocation-local command identity and authoritative receipt; commands are never replayed,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/gm/Quartermaster.tsx; src/styles/gm.css; src/server/admin-command.ts,Development_Docs/Animation_System_Test_Plan.md; src/components/gm/Quartermaster.test.tsx; src/server/admin-command.test.ts,confirmation; preflight; pending; failure reversal; success receipt; dashboard reconciliation; undo preview; conflict,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-271,MX,Quartermaster live control,Action queue or conflict indication.,"Dedicated MX-271 preserves deterministic queue, reject, or replace policy and truthful user feedback.",When a second command is attempted while another command or reconciliation is active.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,motion,Not implemented,yes,Typed targets specified by OA-220,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Immediate busy or conflict text plus available action.,Evaluate every conflict; conflict feedback is never replayed as an operation.,invocation-local command identity and authoritative receipt; commands are never replayed,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/gm/Quartermaster.tsx; src/styles/gm.css; src/server/admin-command.ts,Development_Docs/Animation_System_Test_Plan.md; src/components/gm/Quartermaster.test.tsx; src/server/admin-command.test.ts,confirmation; preflight; pending; failure reversal; success receipt; dashboard reconciliation; undo preview; conflict,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-272,MX,Studio,Block drag placeholder motion.,Dedicated MX-272 preserves placeholder specificity while shared dnd-kit and editor-material rows retain common architecture.,Pointer or keyboard drag enters or leaves a valid drop zone.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,css;dnd_kit;motion,Not implemented,no,Typed targets specified by OA-223,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Immediate drop indicator with no expanding travel required.,"Run for every drag interaction and release on drop, cancel, abort, or unmount.",operation-local publish/version receipt; dnd-kit remains sole drag transform owner,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/studio/StudioHome.tsx; src/components/studio/NewTaleForm.tsx; src/components/studio/TaleEditor.tsx; src/animation/director/scene-registry.ts; src/styles/studio.css,Development_Docs/Animation_System_Test_Plan.md; src/components/studio/TaleEditor.test.tsx; src/animation/director/scene-registry.test.ts; src/animation/scenes/scene-builders.test.ts; tests/e2e/lanternwake-phase4.spec.ts; tests/e2e/tall-tale-studio.spec.ts,library; editor section; drag placeholder; drag overlay; drop settle; validation; autosave; preview; publish; version; upload; comparison; immutable lock,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-273,MX,Studio,Drag overlay with physical paper weight.,Dedicated MX-273 preserves the overlay visual while AK-001 remains the shared drag-ownership baseline.,Pointer or keyboard drag begins.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,css;dnd_kit,Not implemented,no,Typed targets specified by OA-224,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Static labeled overlay or minimal opacity; final order remains immediate.,"Create once per active drag; destroy on drop, cancel, abort, or unmount.",operation-local publish/version receipt; dnd-kit remains sole drag transform owner,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/studio/StudioHome.tsx; src/components/studio/NewTaleForm.tsx; src/components/studio/TaleEditor.tsx; src/animation/director/scene-registry.ts; src/styles/studio.css,Development_Docs/Animation_System_Test_Plan.md; src/components/studio/TaleEditor.test.tsx; src/animation/director/scene-registry.test.ts; src/animation/scenes/scene-builders.test.ts; tests/e2e/lanternwake-phase4.spec.ts; tests/e2e/tall-tale-studio.spec.ts,library; editor section; drag placeholder; drag overlay; drop settle; validation; autosave; preview; publish; version; upload; comparison; immutable lock,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-274,MX,Studio,Publish seal.,Dedicated MX-274 preserves the seal while MX-115 retains the shared publish receipt and version result.,Successful authoritative publish response only.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,gsap;motion;rive,Not implemented,yes,Typed targets specified by OA-229,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Immediate Published state and version label with a static seal pose.,Run once per publish operation; optional replay is presentation-only.,operation-local publish/version receipt; dnd-kit remains sole drag transform owner,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/studio/StudioHome.tsx; src/components/studio/NewTaleForm.tsx; src/components/studio/TaleEditor.tsx; src/animation/director/scene-registry.ts; src/styles/studio.css,Development_Docs/Animation_System_Test_Plan.md; src/components/studio/TaleEditor.test.tsx; src/animation/director/scene-registry.test.ts; src/animation/scenes/scene-builders.test.ts; tests/e2e/lanternwake-phase4.spec.ts; tests/e2e/tall-tale-studio.spec.ts,library; editor section; drag placeholder; drag overlay; drop settle; validation; autosave; preview; publish; version; upload; comparison; immutable lock,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-275,MX,Studio,Preview transition.,Dedicated MX-275 preserves preview-transition specificity while AC-015 retains shared editor-material behavior.,"Preview open, close, viewport change, or successful full-preview route.",Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,css;motion,Not implemented,no,Typed targets specified by OA-230,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Immediate preview content; viewport width may change instantaneously.,Run for every open or toggle; Replay block is explicit presentation replay.,operation-local publish/version receipt; dnd-kit remains sole drag transform owner,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/studio/StudioHome.tsx; src/components/studio/NewTaleForm.tsx; src/components/studio/TaleEditor.tsx; src/animation/director/scene-registry.ts; src/styles/studio.css,Development_Docs/Animation_System_Test_Plan.md; src/components/studio/TaleEditor.test.tsx; src/animation/director/scene-registry.test.ts; src/animation/scenes/scene-builders.test.ts; tests/e2e/lanternwake-phase4.spec.ts; tests/e2e/tall-tale-studio.spec.ts,library; editor section; drag placeholder; drag overlay; drop settle; validation; autosave; preview; publish; version; upload; comparison; immutable lock,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-276,MX,Studio,Image placement.,Dedicated MX-276 preserves exact asset and destination identity plus the dnd-to-Motion handoff.,Successful image drop or authoritative field assignment.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,css;dnd_kit;motion,Not implemented,no,Typed targets specified by OA-232,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Immediate placed image and accessible asset name.,Run for each successful placement; undo follows the separate history policy.,operation-local publish/version receipt; dnd-kit remains sole drag transform owner,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/studio/StudioHome.tsx; src/components/studio/NewTaleForm.tsx; src/components/studio/TaleEditor.tsx; src/animation/director/scene-registry.ts; src/styles/studio.css,Development_Docs/Animation_System_Test_Plan.md; src/components/studio/TaleEditor.test.tsx; src/animation/director/scene-registry.test.ts; src/animation/scenes/scene-builders.test.ts; tests/e2e/lanternwake-phase4.spec.ts; tests/e2e/tall-tale-studio.spec.ts,library; editor section; drag placeholder; drag overlay; drop settle; validation; autosave; preview; publish; version; upload; comparison; immutable lock,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-277,MX,Studio,Undo/redo state.,"Dedicated MX-277 preserves affected-object identity, history direction, and autosave truth boundaries.",Undo or redo changes the draft history cursor.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,motion,Not implemented,no,Typed targets specified by OA-233,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Immediate restored value and control availability.,Run for every undo or redo action; state changes are not presentation replay.,operation-local publish/version receipt; dnd-kit remains sole drag transform owner,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/studio/StudioHome.tsx; src/components/studio/NewTaleForm.tsx; src/components/studio/TaleEditor.tsx; src/animation/director/scene-registry.ts; src/styles/studio.css,Development_Docs/Animation_System_Test_Plan.md; src/components/studio/TaleEditor.test.tsx; src/animation/director/scene-registry.test.ts; src/animation/scenes/scene-builders.test.ts; tests/e2e/lanternwake-phase4.spec.ts; tests/e2e/tall-tale-studio.spec.ts,library; editor section; drag placeholder; drag overlay; drop settle; validation; autosave; preview; publish; version; upload; comparison; immutable lock,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-278,MX,Studio,Chapter reorder.,"Dedicated MX-278 preserves chapter identity, keyboard/pointer parity, and persisted order separately from shared dnd-kit rules.",Chapter pointer or keyboard reorder completes and persists.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,dnd_kit;motion,Not implemented,no,Typed targets specified by OA-234,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Immediate final order and accessible position announcement.,"Run for every successful reorder; release on cancel, failure, or unmount.",operation-local publish/version receipt; dnd-kit remains sole drag transform owner,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/studio/StudioHome.tsx; src/components/studio/NewTaleForm.tsx; src/components/studio/TaleEditor.tsx; src/animation/director/scene-registry.ts; src/styles/studio.css,Development_Docs/Animation_System_Test_Plan.md; src/components/studio/TaleEditor.test.tsx; src/animation/director/scene-registry.test.ts; src/animation/scenes/scene-builders.test.ts; tests/e2e/lanternwake-phase4.spec.ts; tests/e2e/tall-tale-studio.spec.ts,library; editor section; drag placeholder; drag overlay; drop settle; validation; autosave; preview; publish; version; upload; comparison; immutable lock,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-279,MX,Studio,Compare-version diff reveal.,Dedicated MX-279 preserves immutable left/right version identity and semantic diff reveal.,Authoritative compare response succeeds.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,motion,Not implemented,no,Typed targets specified by OA-237,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,Immediate readable diff list.,Run for every new comparison selection; an unchanged comparison need not replay.,operation-local publish/version receipt; dnd-kit remains sole drag transform owner,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/studio/StudioHome.tsx; src/components/studio/NewTaleForm.tsx; src/components/studio/TaleEditor.tsx; src/animation/director/scene-registry.ts; src/styles/studio.css,Development_Docs/Animation_System_Test_Plan.md; src/components/studio/TaleEditor.test.tsx; src/animation/director/scene-registry.test.ts; src/animation/scenes/scene-builders.test.ts; tests/e2e/lanternwake-phase4.spec.ts; tests/e2e/tall-tale-studio.spec.ts,library; editor section; drag placeholder; drag overlay; drop settle; validation; autosave; preview; publish; version; upload; comparison; immutable lock,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
MX-280,MX,Studio,Immutable edition lock animation. ---,Dedicated MX-280 preserves lock specificity while MX-115 retains the shared immutable publish/version result.,Published immutable edition becomes current after authoritative response.,Phase 4 implemented with authoritative semantic fallback and mode-aware presentation,gsap;motion;rive,Not implemented,yes,Typed targets specified by OA-238,,Pending authoritative phase implementation,Use the same final state with lower intensity and duration,"Immediate immutable badge, disabled edit semantics, and static lock pose.",Run once per edition creation; optional replay is presentation-only.,operation-local publish/version receipt; dnd-kit remains sole drag transform owner,Static readable fallback required by the OA acceptance criteria,"Motion-independent state, semantic continuity, focus, and reduced behavior require validation","Motion-independent state, semantic continuity, focus, and reduced behavior require validation",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),Must satisfy the phase performance budget and bounded lifecycle checks,validated,src/components/studio/StudioHome.tsx; src/components/studio/NewTaleForm.tsx; src/components/studio/TaleEditor.tsx; src/animation/director/scene-registry.ts; src/styles/studio.css,Development_Docs/Animation_System_Test_Plan.md; src/components/studio/TaleEditor.test.tsx; src/animation/director/scene-registry.test.ts; src/animation/scenes/scene-builders.test.ts; tests/e2e/lanternwake-phase4.spec.ts; tests/e2e/tall-tale-studio.spec.ts,library; editor section; drag placeholder; drag overlay; drop settle; validation; autosave; preview; publish; version; upload; comparison; immutable lock,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-001,OA,Landing and role gateway,Star-field twinkle with randomized restrained timing.,Star-field twinkle with randomized restrained timing.,Landing star field mounts and motion policy resolves,exact,css,,no,no,,Twinkle timing remains restrained and non-synchronous; pauses when hidden; no layout shift or semantic dependency.,Twinkle timing remains restrained and non-synchronous; pauses when hidden; no layout shift or semantic dependency.,Static star field with no luminance pulsing,Loop only while visible; reseed on remount; no narrative replay,remembered session: lanternwake:phase4:remembered-session:<role>:<authoritative-href>; otherwise scene receipt policy,,Twinkle timing remains restrained and non-synchronous; pauses when hidden; no layout shift or semantic dependency.,Twinkle timing remains restrained and non-synchronous; pauses when hidden; no layout shift or semantic dependency.,silent by policy; no unvalidated semantic audio cue,ambient 8000/12000/0 ms; state 320/200/60 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/landing/HarborLanding.tsx; src/styles/landing.css; src/animation/platform/motion-tokens.ts; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/landing/HarborLanding.test.tsx; tests/e2e/lanternwake-phase4.spec.ts,critical static frame; assets ready; roles ready; Player intent; Captain intent; Creator intent; route handoff; reentry; reduced final,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-002,OA,Landing and role gateway,Moon glow breathing.,Moon glow breathing.,Landing moon becomes visible and motion policy resolves,exact,css,,no,no,,"Glow modulation stays subtle, never affects text contrast, pauses when hidden, and restores its base token on cleanup.","Glow modulation stays subtle, never affects text contrast, pauses when hidden, and restores its base token on cleanup.",Stable moon glow with no breathing,Loop only while visible; restart from stable base pose,remembered session: lanternwake:phase4:remembered-session:<role>:<authoritative-href>; otherwise scene receipt policy,,"Glow modulation stays subtle, never affects text contrast, pauses when hidden, and restores its base token on cleanup.","Glow modulation stays subtle, never affects text contrast, pauses when hidden, and restores its base token on cleanup.",silent by policy; no unvalidated semantic audio cue,ambient 8000/12000/0 ms; state 320/200/60 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/landing/HarborLanding.tsx; src/styles/landing.css; src/animation/platform/motion-tokens.ts; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/landing/HarborLanding.test.tsx; tests/e2e/lanternwake-phase4.spec.ts,critical static frame; assets ready; roles ready; Player intent; Captain intent; Creator intent; route handoff; reentry; reduced final,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-003,OA,Landing and role gateway,Distant ship parallax.,Distant ship parallax.,Landing depth layers mount and pointer or device input is eligible,exact,gsap,,no,no,,"Ship movement is bounded to a decorative child, never tracks raw input while hidden, and returns exactly to neutral on cleanup.","Ship movement is bounded to a decorative child, never tracks raw input while hidden, and returns exactly to neutral on cleanup.",Static ship at the neutral depth pose,Continuous response while mounted; reset to neutral when input leaves,remembered session: lanternwake:phase4:remembered-session:<role>:<authoritative-href>; otherwise scene receipt policy,,"Ship movement is bounded to a decorative child, never tracks raw input while hidden, and returns exactly to neutral on cleanup.","Ship movement is bounded to a decorative child, never tracks raw input while hidden, and returns exactly to neutral on cleanup.",silent by policy; no unvalidated semantic audio cue,ambient 8000/12000/0 ms; state 320/200/60 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/landing/HarborLanding.tsx; src/styles/landing.css; src/animation/platform/motion-tokens.ts; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/landing/HarborLanding.test.tsx; tests/e2e/lanternwake-phase4.spec.ts,critical static frame; assets ready; roles ready; Player intent; Captain intent; Creator intent; route handoff; reentry; reduced final,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-004,OA,Landing and role gateway,Fog depth separation.,Fog depth separation.,Landing fog layers mount and become visible,exact,lottie,,no,no,,"At least two bounded decorative depth layers remain visually distinct, do not obscure controls, and clean up one runtime per layer.","At least two bounded decorative depth layers remain visually distinct, do not obscure controls, and clean up one runtime per layer.",Static separated fog layers with readable foreground content,Loop only while visible; preserve layer phase across policy changes,remembered session: lanternwake:phase4:remembered-session:<role>:<authoritative-href>; otherwise scene receipt policy,,"At least two bounded decorative depth layers remain visually distinct, do not obscure controls, and clean up one runtime per layer.","At least two bounded decorative depth layers remain visually distinct, do not obscure controls, and clean up one runtime per layer.",silent by policy; no unvalidated semantic audio cue,ambient 8000/12000/0 ms; state 320/200/60 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/landing/HarborLanding.tsx; src/styles/landing.css; src/animation/platform/motion-tokens.ts; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/landing/HarborLanding.test.tsx; tests/e2e/lanternwake-phase4.spec.ts,critical static frame; assets ready; roles ready; Player intent; Captain intent; Creator intent; route handoff; reentry; reduced final,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-005,OA,Landing and role gateway,Dock foreground parallax on pointer movement.,Dock foreground parallax on pointer movement.,Fine-pointer movement over the landing gateway,exact,gsap,,no,no,,"Pointer parallax is bounded, disabled for coarse pointers and reduced motion, cannot move interactive nodes, and returns to neutral without retained transforms.","Pointer parallax is bounded, disabled for coarse pointers and reduced motion, cannot move interactive nodes, and returns to neutral without retained transforms.",Static dock foreground at the neutral pose,Continuous while eligible; return to neutral on pointer leave and unmount,remembered session: lanternwake:phase4:remembered-session:<role>:<authoritative-href>; otherwise scene receipt policy,,"Pointer parallax is bounded, disabled for coarse pointers and reduced motion, cannot move interactive nodes, and returns to neutral without retained transforms.","Pointer parallax is bounded, disabled for coarse pointers and reduced motion, cannot move interactive nodes, and returns to neutral without retained transforms.",silent by policy; no unvalidated semantic audio cue,ambient 8000/12000/0 ms; state 320/200/60 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/landing/HarborLanding.tsx; src/styles/landing.css; src/animation/platform/motion-tokens.ts; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/landing/HarborLanding.test.tsx; tests/e2e/lanternwake-phase4.spec.ts,critical static frame; assets ready; roles ready; Player intent; Captain intent; Creator intent; route handoff; reentry; reduced final,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
