Schema Version,Shard ID,Source ID,Source Ordinal,Source Section,Source Requirement,Source SHA256,Baseline Matrix IDs,Baseline Coverage Status,Current Matrix IDs,New Matrix IDs,Coverage Status,Coverage Rationale,Uncovered Scope,Mapping Evidence,Correct Libraries,Trigger,Replay Policy,Reduced Motion Behavior,Acceptance Criteria,Test Plan References,Roadmap Phase,Project Lanternwake Phase,Implementation Status,Architecture Dependency,Scene Host Required,Ownership Contract Required,Target Contract Required,Architecture Validation Status,Architecture Evidence,Blocked By,Implemented In Commit,Validation Status,Validation Evidence,Superseded By,Disposition Decision ID,Disposition Date,Disposition Rationale,Approval Reference,Notes
lanternwake-reconciliation/v1,O6,OA-193,193,Captain Library,Launch confirmation ceremony.,bb17bb4cf2ac2e6d6062e46c276fc1009d23cb234d81a819fbb38fb45527e981,,missing,MX-263,MX-263,exact,"Dedicated MX-263 preserves post-success launch presentation, route handoff, truthful failure behavior, and operation separation.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/platform/CaptainLibrary.tsx;src/components/platform/PlayerVoyageRoom.tsx,gsap;motion,Successful authoritative voyage launch response before navigation or waiting-room handoff.,Once per successful launch result; presentation replay never repeats launch; failure and abort cannot show success.,Show launched status and perform the route handoff immediately with stable focus if navigation fails.,"Ceremony begins only after success, owns only inner cinematic targets, holds until route commit, restores usable controls on route failure, and cleans up exactly once.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 platform-ceremony SceneHost, operation/presentation separation, access-style navigation handoff, ownership claims, and cleanup receipt.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/platform/CaptainLibrary.tsx;src/components/platform/PlayerVoyageRoom.tsx,"Phase 4 launch ceremony, route integration, and failure-path validation.",,planned,,,,,,,Baseline coverage rationale: No baseline matrix row preserves the launch confirmation ceremony as distinct from readiness and from the launch mutation.
lanternwake-reconciliation/v1,O6,OA-194,194,Captain Library,Invitation status transitions.,62de7cc91fc38bdf409941061f91b187eef144da78b0b81fe584738f4200a73c,MX-036,exact,MX-036,,combined,The existing row maps authoritative invitation status transitions without requiring whole-row cinematic ownership.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,motion,Successful invitation mutation or polling response changes invitation status.,Every changed invitation version; unchanged payloads do not replay; reconstruct current status after refresh.,"Replace badge text, available actions, and status semantics immediately.","The affected stable-ID row remains anchored, shows only authoritative status, preserves focus, and does not animate unchanged invitation rows.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 invitation-row target handles, Motion layout ownership, authoritative version identity, and final-state handoff.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,Phase 4 invitation lifecycle visuals and polling/mutation browser evidence.,,planned,,,,,,,"Baseline coverage rationale: MX-036 explicitly preserves invitation status-badge and action reconciliation for extend, revoke, and replace mutations."
lanternwake-reconciliation/v1,O6,OA-195,195,Captain Library,Replacement invitation handoff.,c0bad088b121af94a1c2cca95132ba836d8c77353239338c9fe9a26037a7418b,MX-036,exact,MX-036,,combined,The existing row preserves replacement invitation handoff when combined with Phase 2 operation and final-state contracts.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,motion,Successful replacement invitation response provides the new safe display state.,Once per successful replacement; never replay the mutation or expose an old credential as current.,Replace status and safe next actions immediately; announce the new result without spatial motion.,"Old invitation status becomes revoked before the new result is presented, only approved display fields are rendered, focus remains stable, and failure leaves the old authoritative state intact.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 operation/presentation separation, invitation-row handle, safe result handoff, privacy diagnostics, and exact cleanup.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,Phase 4 replacement workflow presentation and secret-safe integration tests.,,planned,,,,,,,Baseline coverage rationale: MX-036 names replacement as a supported invitation mutation and requires the affected row to stay anchored while status and actions reconcile.
lanternwake-reconciliation/v1,O6,OA-196,196,Captain Library,Revocation close animation.,ff8beaf04e4cbde1f9f32aaa4d6aee9c0878bb8f2f6fa9ccf4d36865d81ca548,MX-036,exact,MX-036,,combined,The existing row maps revocation close behavior while Phase 2 supplies bounded exit and focus ownership.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,motion,Successful authoritative invitation revocation.,Once per successful revocation version; failure never runs the close state; refresh renders the current revoked status.,Show revoked status and remove or disable invalid actions immediately while retaining a readable result.,"The revoked row or detail closes without collapsing unrelated rows, focus moves to the exact safe successor, and stale actions or credentials cannot remain interactive.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 Motion presence ownership, stable invitation identity, semantic final-state handoff, and focus-safe cleanup.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,Phase 4 revocation close choreography and focus/accessibility validation.,,planned,,,,,,,Baseline coverage rationale: MX-036 explicitly includes revocation and requires differentiated destructive-state reconciliation on the anchored row.
lanternwake-reconciliation/v1,O6,OA-197,197,Captain Library,Published-version card updates.,b098d8fce7305ce5a6509cbf7ee39a1f9634d1502afa68fad0b4febe3a8327ac,,missing,MX-264,MX-264,exact,"Dedicated MX-264 preserves version-aware card reconciliation, stable selection, and unchanged-card isolation.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/platform/CaptainLibrary.tsx,motion,Polling or publish response introduces a newer authoritative published Tale version.,Once per changed Tale version; unchanged polling does not replay; reconstruct latest version after refresh.,"Update version label, metadata, and available actions immediately.","Only the matching stable-ID card updates, selected and focused state survive, layout settles without snapping the list, and stale version actions are removed.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 library-card handles, authoritative version identity, Motion layout ownership, and polling reconciliation lifecycle.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/platform/CaptainLibrary.tsx,Phase 4 published-version card behavior and live polling/browser proof.,,planned,,,,,,,Baseline coverage rationale: MX-038 covers a published Tale handoff into another flow but no baseline row preserves in-place published-version card updates.
lanternwake-reconciliation/v1,O6,OA-198,198,Captain Library,New Voyage wizard entrance.,45cad4310dc28467bd7b56eb6fd2b5426ae09cc820667a2f0998c8d2434ac720,MX-039,exact,MX-039,,exact,The existing row fully maps wizard entrance and Phase 2 supplies its host and ownership boundary.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,motion,Captain invokes New Voyage for a selected published Tale.,Every valid wizard open; closing and reopening creates a new presentation instance without changing the selected Tale.,"Open the focused wizard immediately with its title, selected Tale, and first step visible.","The wizard traps focus, preserves selected Tale identity, owns only its shell presence, and returns focus to the exact launch source after close or abort.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 wizard-local SceneHost, Motion presence ownership, stable source target handle, and focus/cleanup lifecycle.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,Phase 4 New Voyage wizard implementation and modal accessibility validation.,,planned,,,,,,,Baseline coverage rationale: MX-039 directly preserves the New Voyage wizard entrance with an anchored selected Tale cover.
lanternwake-reconciliation/v1,O6,OA-199,199,Captain Library,Wizard step transitions.,25d0345eb8c876f6e269c84cd90b99dd537248cec3193330f961d65bdd32c913,MX-040,exact,MX-040,,combined,The existing row fully maps forward and backward step transitions.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,motion,Valid Next or Back action changes the authoritative wizard step.,Every valid step change; invalid submissions do not advance or replay a transition.,Replace step content and progress semantics immediately while preserving entered values and focus order.,"Direction matches the step delta, progress updates independently, data survives Back and Next, focus moves to the new step heading, and interrupted transitions settle correctly.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 wizard SceneHost, Motion presence/spatial ownership, semantic target handles, and interruption-safe final state.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,Phase 4 wizard steps and keyboard/mobile acceptance evidence.,,planned,,,,,,,Baseline coverage rationale: MX-040 directly preserves directional wizard step presence and independent progress-rail updates.
lanternwake-reconciliation/v1,O6,OA-200,200,Captain Library,Progress path movement.,f4d03f4f9f80182ba5a93dd31b4544fe7c760883b84b5aea15194c7f33a4f8eb,MX-040,partial,MX-040,,partial,The accepted OA row preserves progress-path movement against the existing step-progression contract without claiming the later visual.,Progress-path geometry and responsive timing remain Phase 4 visual work.,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,motion,Wizard step index changes after valid navigation.,Every valid step change; derive current path position from wizard state after refresh or remount.,Set the progress path immediately to the current step and expose current/total step text.,"Path movement never leads validated step state, remains accurate on Back, does not animate on validation failure, and provides equivalent current-step semantics.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 Motion path ownership, stable step target contract, and state-derived final-position handoff.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,Phase 4 progress-path design and responsive/reduced-motion validation.,,planned,,,,,,,Baseline coverage rationale: MX-040 names an independently updating progress rail but does not specify the accepted progress-path movement and reduced path semantics in detail.
lanternwake-reconciliation/v1,O6,OA-201,201,Captain Library,Player-row addition/removal.,811db0398e7ed7dc5ca87758e3770ea5d2688d0d21086e9cb6d9ffbb68c40c52,MX-042,partial,MX-042,,partial,The accepted OA row keeps player-row presence explicit within the existing crew-option mapping and Phase 2 defines stable row ownership.,Row-specific add/remove timing and focus-successor behavior remain Phase 4 work.,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,motion,Captain adds or removes a player or crew row in the wizard.,Every valid local or authoritative row-list change; rejected changes restore the prior list without an exit success state.,"Insert or remove the row immediately, preserve entered values, and move focus to the exact safe successor.","Stable player IDs prevent row swaps, unrelated rows do not move unexpectedly, removal retains accessible error context when rejected, and layout claims release after settle.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 Motion layout/presence ownership, stable row target handles, exact focus return, and interruption cleanup.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,Phase 4 dynamic player-row implementation and keyboard/browser validation.,,planned,,,,,,,Baseline coverage rationale: MX-042 preserves expanding and collapsing crew or invitation options but does not independently specify player-row addition and removal.
lanternwake-reconciliation/v1,O6,OA-202,202,Captain Library,Review page assembly.,228aa82b80dfd951790a199f5af6c825613e2c50b12f4e946c0046ee71f9ac16,,missing,MX-265,MX-265,exact,"Dedicated MX-265 preserves review-section identity, staged assembly limits, source-data truth, and focus semantics.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/platform/CaptainLibrary.tsx,motion,Wizard enters Review after all prerequisite steps validate.,Every valid entry to Review; Back and return may replay presentation but must reuse current validated data.,"Render the complete review immediately, focus its heading, and expose all editable sections without stagger.","Review sections correspond exactly to validated inputs, assemble with a bounded capped sequence, preserve edit navigation, and never display stale or secret values.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 wizard SceneHost, stable section target handles, Motion presence ownership, privacy-safe diagnostics, and semantic handoff.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/platform/CaptainLibrary.tsx,Phase 4 Review page UI and data/accessibility acceptance validation.,,planned,,,,,,,Baseline coverage rationale: No baseline matrix row independently preserves assembly of the wizard review page from validated prior-step data.
lanternwake-reconciliation/v1,O6,OA-203,203,Captain Library,Created invitation QR reveal.,1773a5c869b778207d1da8644b1d91d262d55d189b3f0af377d8e4c90a0af832,MX-035;MX-044,combined,MX-035;MX-044,,combined,The existing pair fully retains created invitation QR reveal across direct invitation and New Voyage result surfaces.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,motion,Successful invitation or voyage creation returns approved QR display data.,Once per creation result; manual re-show is presentation-only; refresh follows the product credential-retention policy.,"Show the approved result, QR alternative text, and next actions immediately with no reveal dependency.","QR cannot appear before success, secret values never enter diagnostics, result remains actionable in reduced mode, and focus moves to the result heading or primary action.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 invitation-result SceneHost, Motion presence ownership, success-only handoff, safe target handles, and privacy boundary.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,"Phase 4 invitation result UI, QR integration, and secret-safe browser validation.",,planned,,,,,,,Baseline coverage rationale: MX-035 preserves invitation QR reveal after data exists and MX-044 preserves the created voyage/invitation result with persistent Copy and waiting-room actions.
lanternwake-reconciliation/v1,O6,OA-204,204,Captain Library,Copy confirmation.,827197825bfccb183461814e4ddf8c8659496d24d3cdc64cfc6b1e006c9f0ad0,,missing,MX-266,MX-266,exact,Dedicated MX-266 preserves bounded copied-state feedback without recording or exposing the copied credential.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/platform/CaptainLibrary.tsx,css,Approved Copy action succeeds for the current invitation result.,Every successful copy; repeated copy restarts only the local confirmation timer; failure never shows copied success.,Update the button label and live-region confirmation immediately with no animated flourish.,"Confirmation is local to the invoked button, does not expose copied content in DOM diagnostics or logs, announces success accessibly, handles clipboard failure, and clears its timer on unmount.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 component-local CSS ownership permit, instance-local result target, privacy-safe diagnostics, and timer cleanup lifecycle.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/platform/CaptainLibrary.tsx,Phase 4 Copy interaction implementation and clipboard/accessibility validation.,,planned,,,,,,,Baseline coverage rationale: No baseline matrix row independently preserves Copy confirmation and its non-secret accessible feedback lifecycle.
lanternwake-reconciliation/v1,O6,OA-205,205,Captain Library,Schedule-state transition.,1cabd027d0a585208ebc8121144a6ef9b5f19dd82ae8847304a2f84c7cc47345,,missing,MX-267,MX-267,exact,"Dedicated MX-267 preserves authoritative schedule identity, status transitions, time semantics, and unchanged-item isolation.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/platform/CaptainLibrary.tsx,motion,Authoritative scheduling operation or polling payload changes a voyage schedule state.,Once per changed schedule version; unchanged polling does not replay; reconstruct current schedule after refresh.,"Update status, localized time, and available actions immediately.","Only the matching stable-ID item changes, absolute and relative time remain truthful, timezone semantics are preserved, focus does not jump, and rejected operations restore the prior state.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 stable item/version handles, Motion layout ownership, authoritative final-state handoff, and polling reconciliation.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/platform/CaptainLibrary.tsx,"Phase 4 schedule product contract, UI implementation, and timezone/polling validation.",,planned,,,,,,,Baseline coverage rationale: No baseline matrix row independently preserves schedule-state transitions for voyages or invitations.
lanternwake-reconciliation/v1,O6,OA-206,206,Captain Library,Poll updates without entire-list snapping.,7845cdbb1445dfb8b6e9762f776dee6adb431840089b92d5c9aab7c17fcef2b7,MX-037,exact,MX-037,,exact,The existing row fully maps version-aware restrained polling reconciliation.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,motion,Captain Library polling payload differs from the currently rendered authoritative version.,Once per changed row version; unchanged rows and identical payloads do not replay.,"Apply authoritative row changes immediately while retaining list position, focus, and selection.","Only changed stable-ID rows reconcile, the list does not remount or snap, highlight runs at most once per version, reduced mode remains readable, and stale responses are ignored.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/CaptainLibrary.test.tsx;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 library SceneHost, stable row/version targets, Motion layout ownership, stale-response rejection, and cleanup lifecycle.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/CaptainLibrary.tsx,Phase 4 live polling integration and unchanged/changed payload browser acceptance evidence.,,planned,,,,,,,Baseline coverage rationale: MX-037 directly preserves changed-row highlight and layout settle for polling updates without whole-list snapping.
lanternwake-reconciliation/v1,O7,OA-207,207,Quartermaster live control,Command confirmation morph into cinematic overlay.,17e497e787978cc0a2aca54c648a735bcbce05519cefd9edaf37198250d6918e,AM-007;MX-099,partial,AM-007;MX-099,,partial,The existing rows preserve the command confirmation and cinematic overlay requirement without claiming the missing morph and host proof.,"Dedicated overlay host, shared-layout morph, inert-dialog transition, and exact focus return remain later visual work.",Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/gm/Quartermaster.tsx;src/animation/scenes/command.scene.ts,gsap;motion,Confirmed command selection after authoritative preflight and before operation dispatch.,Run for every command attempt; presentation replay never re-executes the command.,"Immediate readable confirmation, pending, and result states with no spatial morph.",Confirmation hands off to an instance-local overlay; controls are excluded from GSAP; failure stays interactive; focus returns exactly.,src/components/gm/Quartermaster.test.tsx;tests/e2e/command-center.spec.ts,Phase 4,Phase 4,partially_implemented,"Phase 2 quartermaster-command host, immutable scene instance, ownership claims, and final-state handoff.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/gm/Quartermaster.tsx;src/animation/scenes/command.scene.ts,Phase 4 command visual expansion and real-runtime host/focus validation.,,planned,,,,,,,Baseline coverage rationale: Existing confirmation dialog and overlay cover the functional handoff but not an isolated shared-layout morph.
lanternwake-reconciliation/v1,O7,OA-208,208,Quartermaster live control,Command-specific preflight state.,ba29fd3e0fef024a52c9b6dc1dc1e019b70c2c77a4065ba1434e7dea1701ba03,,missing,MX-268,MX-268,exact,"Dedicated MX-268 preserves typed per-action target, cardinality, visibility, host, and ownership preflight.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/gm/Quartermaster.tsx;src/animation/director/scene-registry.ts;src/animation/core/target-preflight.ts,gsap;motion,After confirmation and before mutation or cinematic start.,Evaluate every attempt; preflight itself has no presentation replay.,Readable action-specific unavailable or pending result.,"Wrong host, missing, duplicate, hidden, stale, or ownership-conflicted targets block presentation and cannot fabricate operation success.",src/animation/core/target-preflight.test.ts;src/animation/hosts/scene-host-registry.test.ts,Phase 4,Phase 4,partially_implemented,"Phase 2 typed target contracts, compatible host-kind sets, and atomic ownership acquisition.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/gm/Quartermaster.tsx;src/animation/director/scene-registry.ts;src/animation/core/target-preflight.ts,Phase 4 must bind each command action to real registered targets and run end-to-end proof.,,planned,,,,,,,Baseline coverage rationale: No baseline matrix row preserved command-specific target preflight.
lanternwake-reconciliation/v1,O7,OA-209,209,Quartermaster live control,Real server-wait idle per action.,3e829a79a04157a1231a171f03ba6de029878e488a05713bf85cbd434ac6afbf,,missing,MX-269,MX-269,exact,Dedicated MX-269 preserves the operation-lifecycle requirement separately from decorative loading motion.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/gm/Quartermaster.tsx;src/animation/scenes/command.scene.ts,gsap;motion,When an authoritative command request starts and remains unresolved.,"Run for every attempt; terminate on success, failure, abort, replacement, or unmount.",Immediate action label and pending text; decorative idle motion is optional.,"Pending state names the active action, never shows success early, and releases timers, claims, and listeners on every terminal path.",src/components/gm/Quartermaster.test.tsx;tests/e2e/command-center.spec.ts,Phase 4,Phase 4,partially_implemented,"Phase 2 operation/final-state lifecycle, abort-safe instance ownership, and bounded inner-runtime lease.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/gm/Quartermaster.tsx;src/animation/scenes/command.scene.ts,Phase 4 action-specific presentation and integrated abort/replacement tests.,,planned,,,,,,,Baseline coverage rationale: No baseline matrix row preserved a truthful per-action server-wait idle state.
lanternwake-reconciliation/v1,O7,OA-210,210,Quartermaster live control,Failure reversal unique to each command.,5cb00e8482c0d9782d4715e4b23677cd6c9134926c8fe17decf28ae9d2364042,MX-102,exact,MX-102,,exact,Existing matrix coverage is retained; Phase 2 makes the reversal boundary safe without implementing each later visual.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/gm/Quartermaster.tsx,gsap;motion,"Authoritative command rejection, timeout, or presentation failure.",Run on every failure; failure presentation is never replayed as success.,Immediate error plus restored controls and stable pre-command pose.,"Each command restores its own overlay, never flashes success, remains actionable, and restores exact focus.",src/components/gm/Quartermaster.test.tsx;tests/e2e/command-center.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 failure handoff policy, instance-local targets, and exact claim release.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/gm/Quartermaster.tsx,Phase 4 per-command reversal choreography and validation.,,planned,,,,,,,Baseline coverage rationale: MX-102 directly preserves action-specific command failure reversal.
lanternwake-reconciliation/v1,O7,OA-211,211,Quartermaster live control,Success overlay-to-dashboard reconciliation.,f951fb05f702652739e9e0c24cd517beda86b542d6755a428f09f1a5cebc9a80,MX-103,exact,MX-103,,exact,The accepted mapping remains exact while the current implementation is truthfully only partial.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/gm/Quartermaster.tsx,gsap;motion,Successful persisted command response followed by authoritative status refresh.,Run for each success; operation replay is forbidden and presentation-only replay is explicit.,"Immediate event ID, sequence, and refreshed dashboard state.","Overlay holds until event ID and sequence reconcile, then settles without snapback, cross-host mutation, or leaked claims.",src/components/gm/Quartermaster.test.tsx;tests/e2e/command-center.spec.ts,Phase 4,Phase 4,partially_implemented,"Phase 2 receipt handoff fields, held claims, and host-local overlay cleanup.",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/gm/Quartermaster.tsx,Phase 4 real-runtime overlay host and final handoff evidence.,,planned,,,,,,,Baseline coverage rationale: MX-103 preserves overlay-to-dashboard reconciliation and the current component already refreshes authoritative status.
lanternwake-reconciliation/v1,O7,OA-212,212,Quartermaster live control,Event row insertion.,a08bbd9e436f47b9ac7bee4a27b6bee1e422a32b64e92d5f251e5d9c8f5823b6,MX-104,exact,MX-104,,exact,The row is fully represented; the Phase 4 Motion visual remains unimplemented.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/gm/Quartermaster.tsx,motion,When refresh introduces a previously unseen persisted event ID and sequence.,Run once for each new insertion; unchanged polling rows never replay.,Immediate semantic row with optional nonspatial emphasis.,Only genuinely new rows enter; ordering remains authoritative; existing row identity and focus stay stable.,src/components/gm/Quartermaster.test.tsx;tests/e2e/command-center.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 Motion wrapper ownership and stable identity conventions.,no,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/gm/Quartermaster.tsx,Phase 4 row-presence implementation and focus/reorder tests.,,planned,,,,,,,Baseline coverage rationale: MX-104 directly preserves authoritative event-row insertion.
lanternwake-reconciliation/v1,O7,OA-213,213,Quartermaster live control,Campaign sequence gauge movement.,441dda339c915466b28a8259041a755c008ee46d925676b7d395c319acb25833,MX-105,combined,MX-105,,combined,"Shared MX-105 remains valid because this OA row retains gauge-specific trigger, reduced behavior, and acceptance criteria.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/gm/Quartermaster.tsx,css;motion,When authoritative campaign.sequence changes.,Run for changed values only; unchanged polling never replays.,Immediate numeric value and final gauge position.,Gauge moves only between authoritative sequence values; text updates immediately; interruption lands on the final value.,src/components/gm/Quartermaster.test.tsx;tests/e2e/command-center.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 Motion/CSS property ownership and stable value-diff identity.,no,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/gm/Quartermaster.tsx,Phase 4 gauge visual and authoritative transition tests.,,planned,,,,,,,Baseline coverage rationale: MX-105 broadly combines sequence-gauge and connection-lamp feedback.
