Old path,Old title,Current audience,Current purpose,Problem,New path,Action,Canonical status,Record type,References updated,Validation status,Notes
"Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-O-immersive-exit.png","HP-P2-EV-O-immersive-exit","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-O-immersive-exit.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-P-context-unavailable.png","HP-P2-EV-P-context-unavailable","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-P-context-unavailable.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-Q-zoom-gateway.png","HP-P2-EV-Q-zoom-gateway","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-Q-zoom-gateway.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-R-zoom-account-menu.png","HP-P2-EV-R-zoom-account-menu","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-R-zoom-account-menu.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-S-reduced-motion.png","HP-P2-EV-S-reduced-motion","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-S-reduced-motion.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-T-permission-return.png","HP-P2-EV-T-permission-return","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase2/HP-P2-EV-T-permission-return.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase2/README.md","README","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase2/README.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-A-profile-overview-desktop.png","HP-P3-EV-A-profile-overview-desktop","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-A-profile-overview-desktop.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-AA-zoom-profile.png","HP-P3-EV-AA-zoom-profile","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-AA-zoom-profile.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-AB-zoom-passport.png","HP-P3-EV-AB-zoom-passport","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-AB-zoom-passport.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-AC-reduced-motion.png","HP-P3-EV-AC-reduced-motion","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-AC-reduced-motion.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-B-profile-overview-mobile.png","HP-P3-EV-B-profile-overview-mobile","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-B-profile-overview-mobile.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-C-profile-editor.png","HP-P3-EV-C-profile-editor","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-C-profile-editor.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-D-public-profile-preview.png","HP-P3-EV-D-public-profile-preview","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-D-public-profile-preview.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-E-profile-media.png","HP-P3-EV-E-profile-media","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-E-profile-media.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-F-personal-information.png","HP-P3-EV-F-personal-information","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-F-personal-information.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-G-preferences.png","HP-P3-EV-G-preferences","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-G-preferences.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-H-accessibility.png","HP-P3-EV-H-accessibility","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-H-accessibility.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-I-notifications.png","HP-P3-EV-I-notifications","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-I-notifications.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-J-privacy.png","HP-P3-EV-J-privacy","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-J-privacy.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-K-linked-identities.png","HP-P3-EV-K-linked-identities","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-K-linked-identities.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-L-passport-populated.png","HP-P3-EV-L-passport-populated","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-L-passport-populated.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-M-passport-empty.png","HP-P3-EV-M-passport-empty","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-M-passport-empty.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-N-history-list.png","HP-P3-EV-N-history-list","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-N-history-list.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-O-history-detail.png","HP-P3-EV-O-history-detail","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-O-history-detail.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-P-memory-keepsake.png","HP-P3-EV-P-memory-keepsake","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-P-memory-keepsake.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-Q-artifact-cabinet.png","HP-P3-EV-Q-artifact-cabinet","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-Q-artifact-cabinet.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-R-artifact-empty.png","HP-P3-EV-R-artifact-empty","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-R-artifact-empty.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-S-saved-content.png","HP-P3-EV-S-saved-content","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-S-saved-content.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-T-security.png","HP-P3-EV-T-security","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-T-security.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-U-sessions.png","HP-P3-EV-U-sessions","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-U-sessions.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-V-data-account.png","HP-P3-EV-V-data-account","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-V-data-account.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-W-mobile-section-nav.png","HP-P3-EV-W-mobile-section-nav","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-W-mobile-section-nav.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-X-unsaved-warning.png","HP-P3-EV-X-unsaved-warning","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-X-unsaved-warning.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-Y-stale-conflict.png","HP-P3-EV-Y-stale-conflict","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-Y-stale-conflict.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-Z-dependency-unavailable.png","HP-P3-EV-Z-dependency-unavailable","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/HP-P3-EV-Z-dependency-unavailable.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/Project_Homeport_Phase_3_Visual_Review.md","Project_Homeport_Phase_3_Visual_Review","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/Project_Homeport_Phase_3_Visual_Review.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/README.md","README","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/README.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase3/manifest.json","manifest","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase3/manifest.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-A-harbor-home-desktop.png","HP-P4-EV-A-harbor-home-desktop","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-A-harbor-home-desktop.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AA-image-fallback.png","HP-P4-EV-AA-image-fallback","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AA-image-fallback.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AB-quarantined-content.png","HP-P4-EV-AB-quarantined-content","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AB-quarantined-content.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AC-archived-removed.png","HP-P4-EV-AC-archived-removed","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AC-archived-removed.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AD-dependency-unavailable.png","HP-P4-EV-AD-dependency-unavailable","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AD-dependency-unavailable.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AE-mobile-filter-drawer.png","HP-P4-EV-AE-mobile-filter-drawer","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AE-mobile-filter-drawer.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AF-mobile-detail.png","HP-P4-EV-AF-mobile-detail","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AF-mobile-detail.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AG-zoom-harbor.png","HP-P4-EV-AG-zoom-harbor","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AG-zoom-harbor.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AH-zoom-filters.png","HP-P4-EV-AH-zoom-filters","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AH-zoom-filters.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AI-reduced-motion.png","HP-P4-EV-AI-reduced-motion","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AI-reduced-motion.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AJ-restricted-state.png","HP-P4-EV-AJ-restricted-state","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AJ-restricted-state.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AK-mobile-authenticated.png","HP-P4-EV-AK-mobile-authenticated","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AK-mobile-authenticated.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AK-public-projection.png","HP-P4-EV-AK-public-projection","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AK-public-projection.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AL-full-community-loop.png","HP-P4-EV-AL-full-community-loop","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AL-full-community-loop.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AM-audio-district-empty.png","HP-P4-EV-AM-audio-district-empty","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AM-audio-district-empty.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AM-keyboard-navigation.png","HP-P4-EV-AM-keyboard-navigation","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-AM-keyboard-navigation.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-B-harbor-home-mobile.png","HP-P4-EV-B-harbor-home-mobile","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-B-harbor-home-mobile.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-C-harbor-authenticated.png","HP-P4-EV-C-harbor-authenticated","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-C-harbor-authenticated.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-D-harbor-empty.png","HP-P4-EV-D-harbor-empty","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-D-harbor-empty.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-E-featured-shelf.png","HP-P4-EV-E-featured-shelf","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-E-featured-shelf.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-F-district-navigation.png","HP-P4-EV-F-district-navigation","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-F-district-navigation.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-G-chronicles-district.png","HP-P4-EV-G-chronicles-district","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-G-chronicles-district.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-H-artifacts-district.png","HP-P4-EV-H-artifacts-district","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-H-artifacts-district.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-I-templates-district.png","HP-P4-EV-I-templates-district","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-I-templates-district.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-J-maps-district.png","HP-P4-EV-J-maps-district","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-J-maps-district.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-K-audio-district.png","HP-P4-EV-K-audio-district","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-K-audio-district.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-L-creators-district.png","HP-P4-EV-L-creators-district","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-L-creators-district.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-M-creator-profile.png","HP-P4-EV-M-creator-profile","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-M-creator-profile.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-N-creator-empty.png","HP-P4-EV-N-creator-empty","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-N-creator-empty.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-O-collections-district.png","HP-P4-EV-O-collections-district","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-O-collections-district.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-P-collection-detail.png","HP-P4-EV-P-collection-detail","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-P-collection-detail.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-Q-guides-district.png","HP-P4-EV-Q-guides-district","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-Q-guides-district.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-R-guide-detail.png","HP-P4-EV-R-guide-detail","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-R-guide-detail.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-S-voyage-logs.png","HP-P4-EV-S-voyage-logs","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-S-voyage-logs.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-T-chronicle-card.png","HP-P4-EV-T-chronicle-card","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-T-chronicle-card.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-U-listing-detail.png","HP-P4-EV-U-listing-detail","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-U-listing-detail.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-V-search-results.png","HP-P4-EV-V-search-results","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-V-search-results.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-W-no-results.png","HP-P4-EV-W-no-results","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-W-no-results.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-X-advanced-filters.png","HP-P4-EV-X-advanced-filters","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-X-advanced-filters.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-Y-active-filters.png","HP-P4-EV-Y-active-filters","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-Y-active-filters.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-Z-saved-state.png","HP-P4-EV-Z-saved-state","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/HP-P4-EV-Z-saved-state.png","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/Project_Homeport_Phase_4_Evidence_Metadata.json","Project_Homeport_Phase_4_Evidence_Metadata","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/Project_Homeport_Phase_4_Evidence_Metadata.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/Project_Homeport_Phase_4_Visual_Review.md","Project_Homeport_Phase_4_Visual_Review","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/Project_Homeport_Phase_4_Visual_Review.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Projects/Project_Homeport/evidence/phase4/README.md","README","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Projects/Project_Homeport/evidence/phase4/README.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
