"historical_case_id","source_file","source_line","title","project","protected_contract","historical_architecture_dependency","current_relevance","classification","canonical_replacement_suite","canonical_replacement_test_ids","current_source_files","current_contract_ids","equal_or_stronger_coverage","consolidation_justification","retirement_evidence","remaining_limitation"
"p34-b250af829951d06cd427","tests/e2e/phase3-lifecycle-extended.spec.ts","831","Project Lanternwake Phase 3 extended runtime lifecycle › development renderer-error failpoint reaches the exact Lottie fallback and cleans up for twenty cycles","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-animation-lifecycle-project-lanternwake-phase-3-extended-runtime-lifecycle-developme-d78af514a1-v1","tests/e2e/phase3-lifecycle-extended.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-826768ccb4d035c4ced0","tests/e2e/phase3-lifecycle-extended.spec.ts","924","Project Lanternwake Phase 3 extended runtime lifecycle › animation showcase serial trailer completes across twenty enter-leave cycles","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-animation-lifecycle-project-lanternwake-phase-3-extended-runtime-lifecycle-animation-e40039631e-v1","tests/e2e/phase3-lifecycle-extended.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-4d6a5b984c690d07a44b","tests/e2e/phase3-lifecycle-extended.spec.ts","953","Project Lanternwake Phase 3 Quartermaster and audio lifecycle › mocked Quartermaster confirmations restore focus and release overlays for twenty cycles","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-animation-lifecycle-project-lanternwake-phase-3-quartermaster-and-audio-lifecycle-mo-c2cfff345d-v1","tests/e2e/phase3-lifecycle-extended.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-0c3401813f256a1dead7","tests/e2e/phase3-lifecycle-extended.spec.ts","1065","Project Lanternwake Phase 3 Quartermaster and audio lifecycle › audio success remains nonblocking and releases work for twenty page-turn cycles","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-animation-lifecycle-project-lanternwake-phase-3-quartermaster-and-audio-lifecycle-au-4ea7e60174-v1","tests/e2e/phase3-lifecycle-extended.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-761ac3ebb4f1578eafa5","tests/e2e/phase3-lifecycle-extended.spec.ts","1065","Project Lanternwake Phase 3 Quartermaster and audio lifecycle › audio blocked-context remains nonblocking and releases work for twenty page-turn cycles","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-animation-lifecycle-project-lanternwake-phase-3-quartermaster-and-audio-lifecycle-au-40901330d2-v1","tests/e2e/phase3-lifecycle-extended.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-86f2d382df285d96c8fb","tests/e2e/phase3-lifecycle-extended.spec.ts","1065","Project Lanternwake Phase 3 Quartermaster and audio lifecycle › audio missing-context remains nonblocking and releases work for twenty page-turn cycles","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-animation-lifecycle-project-lanternwake-phase-3-quartermaster-and-audio-lifecycle-au-dd167c4727-v1","tests/e2e/phase3-lifecycle-extended.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-8fa2a37e3392bc35e829","tests/e2e/phase3-lifecycle-extended.spec.ts","1065","Project Lanternwake Phase 3 Quartermaster and audio lifecycle › audio oscillator-play-failure remains nonblocking and releases work for twenty page-turn cycles","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-animation-lifecycle-project-lanternwake-phase-3-quartermaster-and-audio-lifecycle-au-c58be9997e-v1","tests/e2e/phase3-lifecycle-extended.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-aefa0ea7d81dd9404969","tests/e2e/phase3-lifecycle-extended.spec.ts","1065","Project Lanternwake Phase 3 Quartermaster and audio lifecycle › audio muted remains nonblocking and releases work for twenty page-turn cycles","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-animation-lifecycle-project-lanternwake-phase-3-quartermaster-and-audio-lifecycle-au-0e13e0b18e-v1","tests/e2e/phase3-lifecycle-extended.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-c331411277d45c738b6b","tests/e2e/phase3-lifecycle.spec.ts","4","Project Lanternwake canonical Chronicle journal lifecycle › keeps the published Chronicle journal, PageFlip boundary, and motion setting bounded across reentry","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-animation-lifecycle-project-lanternwake-canonical-chronicle-journal-lifecycle-keeps--0e610f641c-v1","tests/e2e/phase3-lifecycle.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-14209a28ff4ef65af724","tests/e2e/phase3-player-event-matrix.spec.ts","44","Lanternwake canonical event matrix › legacy matrix mapping is complete and production journal has no retired receipt dependency","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-event-matrix-legacy-matrix-mapping-is-comp-13ad2de4da-v1","tests/e2e/phase3-player-event-matrix.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-aabad6fc1c57e0cbc371","tests/e2e/phase3-player-event-matrix.spec.ts","59","Lanternwake canonical event matrix › canonical Group A: chapter and block progression","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-event-matrix-canonical-group-a-chapter-and-711032be12-v1","tests/e2e/phase3-player-event-matrix.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-c6244904f7630a1a485c","tests/e2e/phase3-player-event-matrix.spec.ts","59","Lanternwake canonical event matrix › canonical Group B: hints and readable information","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-event-matrix-canonical-group-b-hints-and-r-3370407cd6-v1","tests/e2e/phase3-player-event-matrix.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-2ccd91a7083f9e8dbf87","tests/e2e/phase3-player-event-matrix.spec.ts","59","Lanternwake canonical event matrix › canonical Group C: artifact and collection progression","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-artifacts-lanternwake-canonical-event-matrix-canonical-group-c-artifact-an-0893ac6762-v1","tests/e2e/phase3-player-event-matrix.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-5d7822203fa7d1af7815","tests/e2e/phase3-player-event-matrix.spec.ts","59","Lanternwake canonical event matrix › canonical Group D: map and route progression","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-event-matrix-canonical-group-d-map-and-rou-be76646275-v1","tests/e2e/phase3-player-event-matrix.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-76aa0744e9294fad73a2","tests/e2e/phase3-player-event-matrix.spec.ts","59","Lanternwake canonical event matrix › canonical Group E: objective and quest progression","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-event-matrix-canonical-group-e-objective-a-a3fd966a03-v1","tests/e2e/phase3-player-event-matrix.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-5a53746245502fb43f31","tests/e2e/phase3-player-event-matrix.spec.ts","59","Lanternwake canonical event matrix › canonical Group F: finale progression","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-event-matrix-canonical-group-f-finale-prog-f986aa4850-v1","tests/e2e/phase3-player-event-matrix.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-361f8fbf9416b87ff0fb","tests/e2e/phase3-player-event-matrix.spec.ts","59","Lanternwake canonical event matrix › canonical Group G: session control","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-event-matrix-canonical-group-g-session-con-0f046e2474-v1","tests/e2e/phase3-player-event-matrix.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-2b921c9762c5e9c2180c","tests/e2e/phase3-player-motion.spec.ts","22","Lanternwake canonical journal motion policy › P3-MOTION-001 M1 canonical journal policy","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-journal-motion-policy-p3-motion-001-m1-can-bf79f8b047-v1","tests/e2e/phase3-player-motion.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-ed7de8ed4dfc0346b2c0","tests/e2e/phase3-player-motion.spec.ts","22","Lanternwake canonical journal motion policy › P3-MOTION-002 M2 canonical journal policy","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-journal-motion-policy-p3-motion-002-m2-can-704c51e271-v1","tests/e2e/phase3-player-motion.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-95e2b285e0244c34b999","tests/e2e/phase3-player-motion.spec.ts","22","Lanternwake canonical journal motion policy › P3-MOTION-003 M3 canonical journal policy","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-journal-motion-policy-p3-motion-003-m3-can-3f8043fe5f-v1","tests/e2e/phase3-player-motion.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-17340d47efbe338a6c70","tests/e2e/phase3-player-motion.spec.ts","22","Lanternwake canonical journal motion policy › P3-MOTION-004 M4 canonical journal policy","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-journal-motion-policy-p3-motion-004-m4-can-77fd64a3ec-v1","tests/e2e/phase3-player-motion.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-70cdc618222fc1689bea","tests/e2e/phase3-player-motion.spec.ts","22","Lanternwake canonical journal motion policy › P3-MOTION-005 M5 canonical journal policy","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-journal-motion-policy-p3-motion-005-m5-can-c4f3d0e949-v1","tests/e2e/phase3-player-motion.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-e3e70a124f7c31e42ae4","tests/e2e/phase3-replay-resilience.spec.ts","16","Lanternwake canonical journal replay resilience › P3-REPLAY-001 reentry and refresh preserve one canonical presentation event","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-player-journal-lanternwake-canonical-journal-replay-resilience-p3-replay-001-re-709c00e75f-v1","tests/e2e/phase3-replay-resilience.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-b3dacf562d60ac93de56","tests/e2e/phase3-visual-checkpoints.spec.ts","1630","captures the exact sanitized 57-row Phase 3 visual checkpoint catalog","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CONSOLIDATED_CURRENT_CONTRACT","REPLACED_CANONICAL","browser.player-journal","sl-player-journal-proves-the-canonical-read-only-journal-journey-across-current-pr-2cd05300b9-v1|sl-player-journal-proves-the-canonical-read-only-journal-journey-across-current-pr-93667ff07c-v1","tests/e2e/phase3-visual-checkpoints.spec.ts|tests/e2e/phase3-visual-checkpoints.spec.ts","journal-ready-state|journal-ready-state","The focused current family provides consolidated equal-or-stronger coverage for the retained behavior.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-3f9c607ca6e5a80b158e","tests/e2e/project-one-voyage-phase2.spec.ts","148","Project One Voyage Phase 2 compatibility acceptance › A: the historical Player doorway resolves canonical state without legacy writes or replay","chromium","invitation-acceptance","retired shared PlayerExperience access flow","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.invitations","sl-invitations-project-one-voyage-phase-2-compatibility-acceptance-a-the-histor-63618e2ef4-v1","tests/e2e/project-one-voyage-phase2.spec.ts","invitation-acceptance","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.invitations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-e5327af4399468f36e5e","tests/e2e/project-one-voyage-phase2.spec.ts","230","Project One Voyage Phase 2 compatibility acceptance › B: revocation denies the retained credential without restoring membership or issuing a session","chromium","invitation-acceptance","retired shared PlayerExperience access flow","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.invitations","sl-invitations-project-one-voyage-phase-2-compatibility-acceptance-b-revocation-4274a5fda8-v1","tests/e2e/project-one-voyage-phase2.spec.ts","invitation-acceptance","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.invitations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-3844a678ace9e4773e2a","tests/e2e/project-one-voyage-phase2.spec.ts","280","Project One Voyage Phase 2 compatibility acceptance › C: Quartermaster hands off to Captain and writes one canonical command receipt","chromium","invitation-acceptance","retired shared PlayerExperience access flow","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.invitations","sl-invitations-project-one-voyage-phase-2-compatibility-acceptance-c-quartermas-43f8c48e22-v1","tests/e2e/project-one-voyage-phase2.spec.ts","invitation-acceptance","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.invitations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-2ba0bc953457e772bfd6","tests/e2e/sealed-hold-phase4.spec.ts","45","Phase 4 authenticated protected-media workflow is private, accessible, revocable, and restart-safe","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.private-operations","sl-private-operations-phase-4-authenticated-protected-media-workflow-is-private-access-0fde70149c-v1","tests/e2e/sealed-hold-phase4.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.private-operations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-8b0dcc8d1e07c6b19342","tests/e2e/voyagewright-language.spec.ts","13","public routes present Voyagewright language without inherited product terms","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.cross-project","sl-cross-project-public-routes-present-voyagewright-language-without-inherited-pr-b9fde160db-v1","tests/e2e/voyagewright-language.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.cross-project contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-b7ae5abdbda78652ffe6","tests/e2e/wayfarer-phase3.spec.ts","209","Wayfarer Phase 3 authenticated Passport history is private, pinned, consent-filtered, and read-only","chromium","wayfarer-history-projection","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.passport","sl-passport-wayfarer-phase-3-authenticated-passport-history-is-private-pinne-e425d65804-v1","tests/e2e/wayfarer-phase3.spec.ts","wayfarer-history-projection","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.passport contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-02e7db34b1f45fe6edfb","tests/e2e/wayfarer-phase4.spec.ts","128","Wayfarer Phase 4 projects only receipt-authorized artifacts and protects private cabinet data","chromium","wayfarer-history-projection","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-artifacts-wayfarer-phase-4-projects-only-receipt-authorized-artifacts-and--6c9459b714-v1","tests/e2e/wayfarer-phase4.spec.ts","wayfarer-history-projection","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-452b15efba9b109a1fce","tests/e2e/wayfarer-phase2.spec.ts","11","Wayfarer Passport persists a private profile, preferences, media, and a simulator identity","wayfarer-phase2","wayfarer-history-projection","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.passport","sl-passport-wayfarer-passport-persists-a-private-profile-preferences-media-a-bfae16dd3f-v1","tests/e2e/wayfarer-phase2.spec.ts","wayfarer-history-projection","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.passport contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-c881e5096365671ba00d","tests/e2e/wayfarer-phase2.spec.ts","88","Wayfarer Passport remains operable at required responsive viewports","wayfarer-phase2","wayfarer-history-projection","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.passport","sl-passport-wayfarer-passport-remains-operable-at-required-responsive-viewpo-da9b514f1b-v1","tests/e2e/wayfarer-phase2.spec.ts","wayfarer-history-projection","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.passport contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-0e422eae479283570b55","tests/e2e/wayfarer-phase3.spec.ts","209","Wayfarer Phase 3 authenticated Passport history is private, pinned, consent-filtered, and read-only","wayfarer-phase3","wayfarer-history-projection","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.passport","sl-passport-wayfarer-phase-3-authenticated-passport-history-is-private-pinne-16cdb0379c-v1","tests/e2e/wayfarer-phase3.spec.ts","wayfarer-history-projection","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.passport contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-100027a5c53064e41085","tests/e2e/wayfarer-phase4.spec.ts","128","Wayfarer Phase 4 projects only receipt-authorized artifacts and protects private cabinet data","wayfarer-phase4","wayfarer-history-projection","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-artifacts-wayfarer-phase-4-projects-only-receipt-authorized-artifacts-and--37b3d78ea8-v1","tests/e2e/wayfarer-phase4.spec.ts","wayfarer-history-projection","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
