"historical_case_id","source_file","source_line","title","project","protected_contract","historical_architecture_dependency","current_relevance","classification","canonical_replacement_suite","canonical_replacement_test_ids","canonical_replacement_historical_test_ids","canonical_replacement_semantic_ids","current_source_files","current_contract_ids","equal_or_stronger_coverage","consolidation_justification","retirement_evidence","remaining_limitation"
"p34-3844a678ace9e4773e2a","tests/e2e/project-one-voyage-phase2.spec.ts","280","Project One Voyage Phase 2 compatibility acceptance › C: Quartermaster hands off to Captain and writes one canonical command receipt","chromium","invitation-acceptance","retired shared PlayerExperience access flow","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.invitations","sl-test-3844a678ace9e4773e2a","","sl-semantic-c290fa1959959c69818b","tests/e2e/project-one-voyage-phase2.spec.ts","invitation-acceptance","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.invitations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-2ba0bc953457e772bfd6","tests/e2e/sealed-hold-phase4.spec.ts","45","Phase 4 authenticated protected-media workflow is private, accessible, revocable, and restart-safe","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.private-operations","sl-test-2ba0bc953457e772bfd6","","sl-semantic-de9f78db87ca6670efe0","tests/e2e/sealed-hold-phase4.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.private-operations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-8b0dcc8d1e07c6b19342","tests/e2e/voyagewright-language.spec.ts","13","public routes present Voyagewright language without inherited product terms","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.cross-project","sl-test-8b0dcc8d1e07c6b19342","","sl-semantic-8db0b16aeb86b2228950","tests/e2e/voyagewright-language.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.cross-project contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-b7ae5abdbda78652ffe6","tests/e2e/wayfarer-phase3.spec.ts","209","Wayfarer Phase 3 authenticated Passport history is private, pinned, consent-filtered, and read-only","chromium","wayfarer-history-projection","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.passport","sl-test-4b9aac47822953ec550b","sl-test-2f42aabcbf3674fff186;sl-test-b7ae5abdbda78652ffe6","sl-semantic-f4ff021284cd858aa6c6","tests/e2e/wayfarer-phase3.spec.ts","wayfarer-history-projection","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.passport contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-02e7db34b1f45fe6edfb","tests/e2e/wayfarer-phase4.spec.ts","128","Wayfarer Phase 4 projects only receipt-authorized artifacts and protects private cabinet data","chromium","wayfarer-history-projection","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-test-9ca2e71271df3fb4829a","","sl-semantic-3dbe863a6a509566ef31","tests/e2e/wayfarer-phase4.spec.ts","wayfarer-history-projection","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-452b15efba9b109a1fce","tests/e2e/wayfarer-phase2.spec.ts","11","Wayfarer Passport persists a private profile, preferences, media, and a simulator identity","wayfarer-phase2","wayfarer-history-projection","retired P34 broad browser container","CONSOLIDATED_CURRENT_CONTRACT","REPLACED_CANONICAL","browser.passport","sl-test-0feb9c3b3f270f44ed2d;sl-test-a67574ab22c7057d63c6","","sl-semantic-4c436fc0bbcb9c8b6b31;sl-semantic-61cd9d8622fed7d792c7","tests/e2e/wayfarer-phase2.spec.ts;tests/e2e/wayfarer-phase2.spec.ts","wayfarer-history-projection;wayfarer-history-projection","The focused current family provides consolidated equal-or-stronger coverage for the retained behavior.","Mapped by exact current identity or focused browser.passport contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-c881e5096365671ba00d","tests/e2e/wayfarer-phase2.spec.ts","88","Wayfarer Passport remains operable at required responsive viewports","wayfarer-phase2","wayfarer-history-projection","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.passport","sl-test-a67574ab22c7057d63c6","","sl-semantic-61cd9d8622fed7d792c7","tests/e2e/wayfarer-phase2.spec.ts","wayfarer-history-projection","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.passport contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-0e422eae479283570b55","tests/e2e/wayfarer-phase3.spec.ts","209","Wayfarer Phase 3 authenticated Passport history is private, pinned, consent-filtered, and read-only","wayfarer-phase3","wayfarer-history-projection","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.passport","sl-test-9c8da41562046ed33142","sl-test-0e422eae479283570b55;sl-test-d2b505cf5569574729bf","sl-semantic-b2eab87792c6ceb33605","tests/e2e/wayfarer-phase3.spec.ts","wayfarer-history-projection","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.passport contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-100027a5c53064e41085","tests/e2e/wayfarer-phase4.spec.ts","128","Wayfarer Phase 4 projects only receipt-authorized artifacts and protects private cabinet data","wayfarer-phase4","wayfarer-history-projection","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-test-b635ae7516e567a2ddb5","","sl-semantic-7611343087ad621096e6","tests/e2e/wayfarer-phase4.spec.ts","wayfarer-history-projection","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-fadf27ee58c53053533e","tests/e2e/harborlight-phase2.spec.ts","12","Harborlight Studio access and Exchange package installation are isolated and authoritative","harborlight-phase2","authentication-authorization","retired shared community browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.community","sl-test-fadf27ee58c53053533e","","sl-semantic-396dacef17d3e8296e86","tests/e2e/harborlight-phase2.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.community contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-fd809d279ddcbba964bb","tests/e2e/harborlight-phase2.spec.ts","247","H2: hash-attested synthetic 2D artifact publication persists its immutable package","harborlight-phase2","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-test-f681554e4ba606257f9f","","sl-semantic-a03cb7dde9329c41849e","tests/e2e/harborlight-phase2.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-ee8e7b239bf0917fd4aa","tests/e2e/harborlight-phase2.spec.ts","473","H3: hash-attested GLB publication accepts only the exact embedded fixture and preserves fallback metadata","harborlight-phase2","authentication-authorization","retired shared community browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.community","sl-test-7422b713654ecb80facb","","sl-semantic-6b900948e930d1d66ea8","tests/e2e/harborlight-phase2.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.community contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-6be15406696ff6950a6e","tests/e2e/harborlight-phase3.spec.ts","40","Harborlight Phase 3 persisted browser acceptance › public discovery, Guides, metadata, keyboard operation, mobile layout, and reduced motion remain safe","harborlight-phase3","authentication-authorization","retired shared community browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.community","sl-test-6be15406696ff6950a6e","","sl-semantic-a4643d712b10f1834820","tests/e2e/harborlight-phase3.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.community contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-fb9b621bff2cbe98210f","tests/e2e/harborlight-phase3.spec.ts","70","Harborlight Phase 3 persisted browser acceptance › owner editor is private, revision-safe, and never reveals upstream source or storage identity","harborlight-phase3","authentication-authorization","retired shared community browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.community","sl-test-aade5cbb0bb6eaf92a7d","","sl-semantic-e598b4e4a9a7c404df8d","tests/e2e/harborlight-phase3.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.community contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-719b11157a10b3ca08dc","tests/e2e/harborlight-phase3.spec.ts","92","Harborlight Phase 3 persisted browser acceptance › visibility is authorization-derived, exact-link unlisted is governed, and public projections remain privacy safe","harborlight-phase3","authentication-authorization","retired shared community browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.community","sl-test-0d1064104c7ee62b2e75","","sl-semantic-20e62e67511da99a0635","tests/e2e/harborlight-phase3.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.community contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-682f9c429ea770cc5078","tests/e2e/harborlight-phase3.spec.ts","122","Harborlight Phase 3 persisted browser acceptance › social and collection mutations are CSRF-bound, persisted, and deny a foreign owner","harborlight-phase3","authentication-authorization","retired shared community browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.community","sl-test-8295e6a42b8ecb1e1ff4","","sl-semantic-38ad3ec4cff493d19b7d","tests/e2e/harborlight-phase3.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.community contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-90973f0dc448e83dcece","tests/e2e/acceptance.spec.ts","51","canonical Chronicle invitation journey keeps Player and Captain boundaries intact","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-library","sl-test-3f263f343d007a402d1b","","sl-semantic-6d7895f319d4c045eb7f","tests/e2e/acceptance.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-library contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-1d1cc7cc741d8e633ce0","tests/e2e/access-gates.spec.ts","4","Player sign-in remains public, accessible, and does not grant a Chronicle session","webkit-mobile","authentication-authorization","retired shared PlayerExperience access flow","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.auth","sl-test-5b9abd4cb30639fb18cb","","sl-semantic-43ffe77ddfcc0663c1ab","tests/e2e/access-gates.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.auth contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-2da3ed29220489c6bc44","tests/e2e/access-gates.spec.ts","20","Quartermaster bookmarks redirect to canonical Captain sign-in across supported browsers","webkit-mobile","authentication-authorization","retired shared PlayerExperience access flow","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.auth","sl-test-04357a599cbd4ddb39a3","","sl-semantic-fce7721328a016f8e508","tests/e2e/access-gates.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.auth contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-a2c5309b320f43800710","tests/e2e/access-gates.spec.ts","27","published Chronicle catalog is public while Studio remains protected","webkit-mobile","authentication-authorization","retired shared PlayerExperience access flow","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.auth","sl-test-cd3b2622381fc2708907","","sl-semantic-39556a6a4198227c052d","tests/e2e/access-gates.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.auth contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-d3de3163a88dcac509ee","tests/e2e/animations.spec.ts","4","first arrival supports skip, replay, reduced motion, and a semantic destination","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-d3de3163a88dcac509ee","","sl-semantic-c231b41a51a0cf37a975","tests/e2e/animations.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-257bab97e675ab98e99e","tests/e2e/animations.spec.ts","37","development showcase exercises transport, trailer, assets, page turns, and local-only network policy","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-257bab97e675ab98e99e","","sl-semantic-dd52665d66b6c2dac016","tests/e2e/animations.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-3362577a749dcbdd248f","tests/e2e/chronicle-platform.spec.ts","11","the role gateway is responsive, reduced-motion aware, and never grants authorization","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-library","sl-test-3362577a749dcbdd248f","","sl-semantic-7010dc8275c65ea61148","tests/e2e/chronicle-platform.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-library contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-0e1a1f4f18e8825105ff","tests/e2e/chronicle-platform.spec.ts","31","Captain invitation, immutable version, Player runtime, archive, and revocation form one persisted journey","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-library","sl-test-0e1a1f4f18e8825105ff","","sl-semantic-dd6c05b72a89fd9d6c32","tests/e2e/chronicle-platform.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-library contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-4791b57c9be29d731e45","tests/e2e/chronicle-studio.spec.ts","35","published Studio tale completes through player, Captain, and helper contracts","webkit-mobile","authentication-authorization","retired shared PlayerExperience operator surface","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.studio","sl-test-4d1eb77eee9400afc2ca","","sl-semantic-02a706327941abc7accd","tests/e2e/chronicle-studio.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.studio contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-47f67e26ea0e35dfd7da","tests/e2e/chronicle-studio.spec.ts","169","Studio editor exposes searchable authoring tools and responsive isolated preview","webkit-mobile","authentication-authorization","retired shared PlayerExperience operator surface","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.studio","sl-test-adf27f401f2097d4f513","","sl-semantic-7cc37c5ac37fc41d7840","tests/e2e/chronicle-studio.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.studio contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-690727ea5b3bd83228ab","tests/e2e/chronicle-studio.spec.ts","225","creator authors, aligns, publishes, plays, and reviews a media-rich tale","webkit-mobile","authentication-authorization","retired shared PlayerExperience operator surface","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.studio","sl-test-e7562edbe0303c29e1c6","","sl-semantic-4da4fbab49b0171673f4","tests/e2e/chronicle-studio.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.studio contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-4774d93e1425319743b6","tests/e2e/command-center.spec.ts","78","preview is nonmutating, stale commands conflict, and idempotency replays safely","webkit-mobile","authentication-authorization","retired shared PlayerExperience operator surface","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.captain","sl-test-ab054d9ddb31d72bd9fb","sl-test-4774d93e1425319743b6","sl-semantic-e5ff95872d9dc6e93045","tests/e2e/command-center.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.captain contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-d5e28dc328f1e683af9c","tests/e2e/command-center.spec.ts","147","Captain command preparation is browser-authenticated, durable, and idempotent","webkit-mobile","authentication-authorization","retired shared PlayerExperience operator surface","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.captain","sl-test-8b92ad3f1f5b0698966c","sl-test-d5e28dc328f1e683af9c","sl-semantic-937b17a937d9d0534e4f","tests/e2e/command-center.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.captain contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-b123f90e14a3de9075f9","tests/e2e/command-center.spec.ts","229","workspace routes preserve the newest Quartermaster surface and remain accessible","webkit-mobile","authentication-authorization","retired shared PlayerExperience operator surface","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.captain","sl-test-c2b6b6cad12b0b26ce0e","sl-test-b123f90e14a3de9075f9","sl-semantic-60ca6006ec6a4d5649d7","tests/e2e/command-center.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.captain contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-5bb10079d730474511ef","tests/e2e/lanternwake-access-transitions.spec.ts","164","Lanternwake Phase 1 access transition final-state holds › Player invitation access holds its committed seal-release pose until the voyage surface is visible","webkit-mobile","authentication-authorization","retired shared PlayerExperience access flow","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.invitations","sl-test-a19ce294fc973120b052","sl-test-5bb10079d730474511ef","sl-semantic-6967df1071032fa3978c","tests/e2e/lanternwake-access-transitions.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.invitations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-7a802be9fdbc9125a007","tests/e2e/lanternwake-access-transitions.spec.ts","197","Lanternwake Phase 1 access transition final-state holds › Quartermaster login holds its committed open-door pose until the command surface is visible","webkit-mobile","authentication-authorization","retired shared PlayerExperience access flow","CONSOLIDATED_CURRENT_CONTRACT","REPLACED_CANONICAL","browser.invitations","sl-test-4fd0c15830e5cf89c71b;sl-test-3f6887d7997e9e742a7b;sl-test-a19ce294fc973120b052","","sl-semantic-008bd0ac4a3abb0fe9b2;sl-semantic-c6c90df4c6413e688a02;sl-semantic-6967df1071032fa3978c","tests/e2e/lanternwake-access-transitions.spec.ts;tests/e2e/lanternwake-access-transitions.spec.ts;tests/e2e/lanternwake-access-transitions.spec.ts","authentication-authorization;authentication-authorization;authentication-authorization","The focused current family provides consolidated equal-or-stronger coverage for the retained behavior.","Mapped by exact current identity or focused browser.invitations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-0318987bbce591f48ba0","tests/e2e/lanternwake-journal.spec.ts","586","Project Lanternwake Journal browser lifecycle › an active Journal opening releases listeners and requests within the browser unmount budget","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-d7377eaa66f5b43f7c62","sl-test-0318987bbce591f48ba0","sl-semantic-e39980104319e86e7b8c","tests/e2e/lanternwake-journal.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-b42066791a59caee0e64","tests/e2e/lanternwake-journal.spec.ts","601","Project Lanternwake Journal browser lifecycle › mode change and skip both reconcile the Journal to a readable final pose","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-ac8a33a3a731161ccd58","sl-test-b42066791a59caee0e64","sl-semantic-2dc35405a122d9b60f55","tests/e2e/lanternwake-journal.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-744d3929222c984a4dda","tests/e2e/lanternwake-journal.spec.ts","627","Project Lanternwake Journal browser lifecycle › browser reduced motion reaches deterministic JOURNAL_READY with the static readable book","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-30d92a328da11083259c","sl-test-744d3929222c984a4dda","sl-semantic-e314abdfb2409f4aebe1","tests/e2e/lanternwake-journal.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-e5bff490fb8af1ca10a9","tests/e2e/lanternwake-journal.spec.ts","658","Project Lanternwake Journal browser lifecycle › repeated returning-opening replays do not accumulate observable listeners, sources, or requests","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-c320aaf5550da699a235","sl-test-e5bff490fb8af1ca10a9","sl-semantic-140703746036529d6d6f","tests/e2e/lanternwake-journal.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
